parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,source_id,source_name,source_sector,source_subsector
,,,,,,,,,,,,Vistara,E100002015043,3173429,Jay Prakash Narayan Airport,transportation,domestic-aviation
,,,,,,,,,,,,flybig,E100002014579,3173429,Jay Prakash Narayan Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiaOne Air,E100002019142,3173671,Jeypore Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3172193,Jharsuguda Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3172193,Jharsuguda Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3172193,Jharsuguda Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3174656,Jindal Vijaynagar Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3172124,Jodhpur Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3172124,Jodhpur Airport,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3172124,Jodhpur Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3172124,Jodhpur Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3172124,Jodhpur Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3172124,Jodhpur Airport,transportation,domestic-aviation
,,,,,,,,,,,,Star Air,E100002014935,3172124,Jodhpur Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3172194,Jorhat Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3172194,Jorhat Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3172194,Jorhat Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3170965,Kadapa Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3171607,Kalaburagi Airport,transportation,domestic-aviation
,,,,,,,,,,,,Star Air,E100002014935,3171607,Kalaburagi Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3172095,Kandla Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3171245,Kangra Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3171245,Kangra Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3171245,Kangra Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3171080,Kannur International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3171080,Kannur International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3172391,Kanpur Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3173751,Kazi Nazrul Islam Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3170748,Kempegowda International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3170748,Kempegowda International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3170748,Kempegowda International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3170748,Kempegowda International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Blue Dart,E100002014434,3170748,Kempegowda International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Cathay Pacific Airways,E100002014465,3170748,Kempegowda International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Fly91,E100002019135,3170748,Kempegowda International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3170748,Kempegowda International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Quikjet Cargo Airlines,E100002019128,3170748,Kempegowda International Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3170748,Kempegowda International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Star Air,E100002014935,3170748,Kempegowda International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Vistara,E100002015043,3170748,Kempegowda International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3172085,Keshod Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3171844,Khajuraho Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3171844,Khajuraho Airport,transportation,domestic-aviation
,,,,,,,,,,,,Star Air,E100002014935,3172418,Kishangarh Airport Ajmer,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3172362,Kolhapur Airport,transportation,domestic-aviation
,,,,,,,,,,,,Star Air,E100002014935,3172362,Kolhapur Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3172476,Kullu Manali Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3172339,Kurnool Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3174700,Lal Bahadur Shastri Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3174700,Lal Bahadur Shastri Airport,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3174700,Lal Bahadur Shastri Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3174700,Lal Bahadur Shastri Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3174700,Lal Bahadur Shastri Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3174700,Lal Bahadur Shastri Airport,transportation,domestic-aviation
,,,,,,,,,,,,Vistara,E100002015043,3174700,Lal Bahadur Shastri Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3172086,Leh Kushok Bakula Rimpochee Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3172086,Leh Kushok Bakula Rimpochee Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3172086,Leh Kushok Bakula Rimpochee Airport,transportation,domestic-aviation
,,,,,,,,,,,,Vistara,E100002015043,3172086,Leh Kushok Bakula Rimpochee Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3170437,Lengpui Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3170437,Lengpui Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3172083,Lilabari North Lakhimpur Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3171601,Lokpriya Gopinath Bordoloi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3171601,Lokpriya Gopinath Bordoloi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3171601,Lokpriya Gopinath Bordoloi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3171601,Lokpriya Gopinath Bordoloi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3171601,Lokpriya Gopinath Bordoloi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3171601,Lokpriya Gopinath Bordoloi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Vistara,E100002015043,3171601,Lokpriya Gopinath Bordoloi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,flybig,E100002014579,3171601,Lokpriya Gopinath Bordoloi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,flybig,E100002014579,3172729,Ludhiana Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3172087,Madurai Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3172087,Madurai Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3172087,Madurai Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3172087,Madurai Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3174523,Maharana Pratap Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3174523,Maharana Pratap Airport,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3174523,Maharana Pratap Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3174523,Maharana Pratap Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3174523,Maharana Pratap Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3174523,Maharana Pratap Airport,transportation,domestic-aviation
,,,,,,,,,,,,Vistara,E100002015043,3174523,Maharana Pratap Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3172081,Mangalore International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3172081,Mangalore International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3172081,Mangalore International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3171711,Manohar International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3171711,Manohar International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Fly91,E100002019135,3171711,Manohar International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3171711,Manohar International Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3171711,Manohar International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Star Air,E100002014935,3171711,Manohar International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Vistara,E100002015043,3171711,Manohar International Airport,transportation,domestic-aviation
,,,,,,,,,,,,flybig,E100002014579,40684529,Moradabad Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3173080,Mysore Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3173080,Mysore Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3170725,Nal Airport,transportation,domestic-aviation
,,,,,,,,,,,,Star Air,E100002014935,3173132,Nanded Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3172055,Nashik Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3170958,Netaji Subhash Chandra Bose International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3170958,Netaji Subhash Chandra Bose International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3170958,Netaji Subhash Chandra Bose International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3170958,Netaji Subhash Chandra Bose International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Blue Dart,E100002014434,3170958,Netaji Subhash Chandra Bose International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3170958,Netaji Subhash Chandra Bose International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiaOne Air,E100002019142,3170958,Netaji Subhash Chandra Bose International Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3170958,Netaji Subhash Chandra Bose International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Vistara,E100002015043,3170958,Netaji Subhash Chandra Bose International Airport,transportation,domestic-aviation
,,,,,,,,,,,,flybig,E100002014579,3170958,Netaji Subhash Chandra Bose International Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3173673,Pakyong Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3173482,Pantnagar Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3173482,Pantnagar Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3172091,Pasighat Airport,transportation,domestic-aviation
,,,,,,,,,,,,flybig,E100002014579,3172091,Pasighat Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3173572,Pondicherry Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3173572,Pondicherry Airport,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3172080,Prayagraj Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3172080,Prayagraj Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3172080,Prayagraj Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3173568,Pune Airport / Lohagaon Air Force Station,transportation,domestic-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3173568,Pune Airport / Lohagaon Air Force Station,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3173568,Pune Airport / Lohagaon Air Force Station,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3173568,Pune Airport / Lohagaon Air Force Station,transportation,domestic-aviation
,,,,,,,,,,,,Fly91,E100002019135,3173568,Pune Airport / Lohagaon Air Force Station,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3173568,Pune Airport / Lohagaon Air Force Station,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3173568,Pune Airport / Lohagaon Air Force Station,transportation,domestic-aviation
,,,,,,,,,,,,Star Air,E100002014935,3173568,Pune Airport / Lohagaon Air Force Station,transportation,domestic-aviation
,,,,,,,,,,,,Vistara,E100002015043,3173568,Pune Airport / Lohagaon Air Force Station,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3170688,Raja Bhoj International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3170688,Raja Bhoj International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3173794,Rajahmundry Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3171937,Rajiv Gandhi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3171937,Rajiv Gandhi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3171937,Rajiv Gandhi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3171937,Rajiv Gandhi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Blue Dart,E100002014434,3171937,Rajiv Gandhi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Deutsche Lufthansa AG,E100002014520,3171937,Rajiv Gandhi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Fly91,E100002019135,3171937,Rajiv Gandhi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3171937,Rajiv Gandhi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Quikjet Cargo Airlines,E100002019128,3171937,Rajiv Gandhi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3171937,Rajiv Gandhi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Star Air,E100002014935,3171937,Rajiv Gandhi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Vistara,E100002015043,3171937,Rajiv Gandhi International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,40683365,Rajkot International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,40683365,Rajkot International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,40683365,Rajkot International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,40685248,Rashtrakavi Kuvempu Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,40685248,Rashtrakavi Kuvempu Airport,transportation,domestic-aviation
,,,,,,,,,,,,Star Air,E100002014935,40685248,Rashtrakavi Kuvempu Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3173851,Rourkela Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3173874,Rupsi Airport,transportation,domestic-aviation
,,,,,,,,,,,,flybig,E100002014579,3173874,Rupsi Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3174196,Salem Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3174196,Salem Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3170472,Sardar Vallabh Bhai Patel International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3170472,Sardar Vallabh Bhai Patel International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3170472,Sardar Vallabh Bhai Patel International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Blue Dart,E100002014434,3170472,Sardar Vallabh Bhai Patel International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3170472,Sardar Vallabh Bhai Patel International Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3170472,Sardar Vallabh Bhai Patel International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Star Air,E100002014935,3170472,Sardar Vallabh Bhai Patel International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Vistara,E100002015043,3170472,Sardar Vallabh Bhai Patel International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3174195,Sheikh ul Alam International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3174195,Sheikh ul Alam International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3174195,Sheikh ul Alam International Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3174195,Sheikh ul Alam International Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3174195,Sheikh ul Alam International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Vistara,E100002015043,3174195,Sheikh ul Alam International Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3173991,Shillong Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3173991,Shillong Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3173991,Shillong Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3174055,Shimla Airport,transportation,domestic-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3173899,Shirdi Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3173899,Shirdi Airport,transportation,domestic-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3173899,Shirdi Airport,transportation,domestic-aviation
,,,,,,,,,,,,flybig,E100002014579,40686114,Shravasti Airport,transportation,domestic-aviation
,,,,,,,,,,,,Air India,E100002014292,3172090,Silchar Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3172090,Silchar Airport,transportation,domestic-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3172090,Silchar Airport,transportation,domestic-aviation
,,,,,,,,,,,,flybig,E100002014579,3172090,Silchar Airport,transportation,domestic-aviation
,,,,,,,,,,,,Alliance Air,E100002014360,3173951,Sindhudurg Airport,transportation,domestic-aviation
