parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,source_id,source_name,source_sector,source_subsector
,,,,,,,,,,,,Manta Air,E100002014739,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,Nepal Airlines Corporation,E100002014764,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,Oman Air,E100002014792,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,Qantas Airways,E100002014830,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,Qatar Airways,E100002014831,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,SalamAir,E100002014864,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,Saudi Arabian Airlines,E100002014870,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,Sichuan Airlines,E100002014889,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,Singapore Airlines,E100002014895,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,Srilankan Airlines,E100002014932,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai AirAsia,E100002014976,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai Airways International,E100002014977,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai Lion Air,E100002014978,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,Virgin Atlantic Airways,E100002015041,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,World2Fly Portugal,E100002015068,3165842,Kempegowda International Airport,transportation,international-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3169794,Lal Bahadur Shastri Airport,transportation,international-aviation
,,,,,,,,,,,,Buddha Air,E100002014444,3169794,Lal Bahadur Shastri Airport,transportation,international-aviation
,,,,,,,,,,,,AirAsia,E100002014334,3166695,Lokpriya Gopinath Bordoloi International Airport,transportation,international-aviation
,,,,,,,,,,,,Royal Bhutan Airlines,E100002014850,3166695,Lokpriya Gopinath Bordoloi International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai AirAsia,E100002014976,3166695,Lokpriya Gopinath Bordoloi International Airport,transportation,international-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3167181,Madurai Airport,transportation,international-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3167181,Madurai Airport,transportation,international-aviation
,,,,,,,,,,,,Srilankan Airlines,E100002014932,3167181,Madurai Airport,transportation,international-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3167175,Mangalore International Airport,transportation,international-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3167175,Mangalore International Airport,transportation,international-aviation
,,,,,,,,,,,,Aeroflot Russian Airlines,E100002014234,3166805,Manohar International Airport,transportation,international-aviation
,,,,,,,,,,,,Air Arabia,E100002014253,3166805,Manohar International Airport,transportation,international-aviation
,,,,,,,,,,,,Air India,E100002014292,3166805,Manohar International Airport,transportation,international-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3166805,Manohar International Airport,transportation,international-aviation
,,,,,,,,,,,,Oman Air,E100002014792,3166805,Manohar International Airport,transportation,international-aviation
,,,,,,,,,,,,Qatar Airways,E100002014831,3166805,Manohar International Airport,transportation,international-aviation
,,,,,,,,,,,,TUI Airways,E100002015005,3166805,Manohar International Airport,transportation,international-aviation
,,,,,,,,,,,,Uzbekistan Airways,E100002015033,3166805,Manohar International Airport,transportation,international-aviation
,,,,,,,,,,,,Air Arabia Abu Dhabi,E100002014254,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Air India,E100002014292,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,AirAsia,E100002014334,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Batik Air Malaysia,E100002014420,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Bhutan Airlines,E100002014427,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Biman Bangladesh Airlines,E100002014428,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,China Eastern Airlines,E100002014481,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Emirates,E100002014537,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Etihad Airways,E100002014545,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,FlexFlight ApS,E100002014565,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Flydubai,E100002014581,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Malaysia Airlines,E100002014733,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Myanmar Airways International,E100002014759,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,NovoAir,E100002014788,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Qatar Airways,E100002014831,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Royal Bhutan Airlines,E100002014850,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Singapore Airlines,E100002014895,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai AirAsia,E100002014976,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai Airways International,E100002014977,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai Lion Air,E100002014978,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,US-Bangla Airlines,E100002015030,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,flyadeal,E100002014577,3166052,Netaji Subhash Chandra Bose International Airport,transportation,international-aviation
,,,,,,,,,,,,Air India,E100002014292,3168662,Pune Airport / Lohagaon Air Force Station,transportation,international-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3168662,Pune Airport / Lohagaon Air Force Station,transportation,international-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3168662,Pune Airport / Lohagaon Air Force Station,transportation,international-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3168662,Pune Airport / Lohagaon Air Force Station,transportation,international-aviation
,,,,,,,,,,,,Vistara,E100002015043,3168662,Pune Airport / Lohagaon Air Force Station,transportation,international-aviation
,,,,,,,,,,,,Air Arabia,E100002014253,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Air India,E100002014292,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,AirAsia,E100002014334,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,British Airways,E100002014442,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Citilink,E100002014487,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Deutsche Lufthansa AG,E100002014520,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Emirates,E100002014537,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Etihad Airways,E100002014545,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,FLYNAS,E100002014587,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Flydubai,E100002014581,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Gulf Air,E100002014617,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Jazeera Airways,E100002014665,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Kuwait Airways,E100002014701,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Malaysia Airlines,E100002014733,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Nok Air,E100002014770,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Oman Air,E100002014792,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Qatar Airways,E100002014831,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,SalamAir,E100002014864,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Saudi Arabian Airlines,E100002014870,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Singapore Airlines,E100002014895,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Srilankan Airlines,E100002014932,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai AirAsia,E100002014976,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai Airways International,E100002014977,3167031,Rajiv Gandhi International Airport,transportation,international-aviation
,,,,,,,,,,,,Air Arabia,E100002014253,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Air Arabia Abu Dhabi,E100002014254,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Air India,E100002014292,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,AirAsia,E100002014334,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Akasa Air,E100002014348,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Emirates,E100002014537,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Etihad Airways,E100002014545,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Fly Baghdad Airlines,E100002014571,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Flydubai,E100002014581,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Iraqi Airways,E100002014655,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Jazeera Airways,E100002014665,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Kuwait Airways,E100002014701,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Malaysia Airlines,E100002014733,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Qatar Airways,E100002014831,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Saudi Arabian Airlines,E100002014870,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Singapore Airlines,E100002014895,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai AirAsia,E100002014976,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai Airways International,E100002014977,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai Lion Air,E100002014978,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Vietjet,E100002015038,3165566,Sardar Vallabh Bhai Patel International Airport,transportation,international-aviation
,,,,,,,,,,,,Air India,E100002014292,3165644,Sri Guru Ram Dass Jee International Airport,transportation,international-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3165644,Sri Guru Ram Dass Jee International Airport,transportation,international-aviation
,,,,,,,,,,,,AirAsia,E100002014334,3165644,Sri Guru Ram Dass Jee International Airport,transportation,international-aviation
,,,,,,,,,,,,Airasia X,E100002014336,3165644,Sri Guru Ram Dass Jee International Airport,transportation,international-aviation
,,,,,,,,,,,,Batik Air Malaysia,E100002014420,3165644,Sri Guru Ram Dass Jee International Airport,transportation,international-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3165644,Sri Guru Ram Dass Jee International Airport,transportation,international-aviation
,,,,,,,,,,,,Malaysia Airlines,E100002014733,3165644,Sri Guru Ram Dass Jee International Airport,transportation,international-aviation
,,,,,,,,,,,,Neos Air,E100002014763,3165644,Sri Guru Ram Dass Jee International Airport,transportation,international-aviation
,,,,,,,,,,,,Qatar Airways,E100002014831,3165644,Sri Guru Ram Dass Jee International Airport,transportation,international-aviation
,,,,,,,,,,,,Scoot,E100002014873,3165644,Sri Guru Ram Dass Jee International Airport,transportation,international-aviation
,,,,,,,,,,,,SpiceJet,E100002014928,3165644,Sri Guru Ram Dass Jee International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai Lion Air,E100002014978,3165644,Sri Guru Ram Dass Jee International Airport,transportation,international-aviation
,,,,,,,,,,,,Uzbekistan Airways,E100002015033,3165644,Sri Guru Ram Dass Jee International Airport,transportation,international-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3169238,Surat Airport,transportation,international-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3169238,Surat Airport,transportation,international-aviation
,,,,,,,,,,,,Air Arabia,E100002014253,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Air Arabia Abu Dhabi,E100002014254,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,AirAsia,E100002014334,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Emirates,E100002014537,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Etihad Airways,E100002014545,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,FITS Aviation (Pvt) Ltd,E100002014562,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Gulf Air,E100002014617,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Jazeera Airways,E100002014665,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Kuwait Airways,E100002014701,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Malaysia Airlines,E100002014733,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Maldivian,E100002014734,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Oman Air,E100002014792,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Qatar Airways,E100002014831,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,SalamAir,E100002014864,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Scoot,E100002014873,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Srilankan Airlines,E100002014932,3169531,Thiruvananthapuram International Airport,transportation,international-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3169533,Tiruchirappalli International Airport,transportation,international-aviation
,,,,,,,,,,,,AirAsia,E100002014334,3169533,Tiruchirappalli International Airport,transportation,international-aviation
,,,,,,,,,,,,Batik Air Malaysia,E100002014420,3169533,Tiruchirappalli International Airport,transportation,international-aviation
,,,,,,,,,,,,IndiGo,E100002014647,3169533,Tiruchirappalli International Airport,transportation,international-aviation
,,,,,,,,,,,,Scoot,E100002014873,3169533,Tiruchirappalli International Airport,transportation,international-aviation
,,,,,,,,,,,,Srilankan Airlines,E100002014932,3169533,Tiruchirappalli International Airport,transportation,international-aviation
,,,,,,,,,,,,Thai AirAsia,E100002014976,3169533,Tiruchirappalli International Airport,transportation,international-aviation
,,,,,,,,,,,,Vietjet,E100002015038,3169533,Tiruchirappalli International Airport,transportation,international-aviation
,,,,,,,,,,,,AirAsia,E100002014334,3167190,Veer Savarkar International Airport / INS Utkrosh,transportation,international-aviation
,,,,,,,,,,,,Air India Express,E100002014293,3169757,Vijayawada Airport,transportation,international-aviation
,,,,,,,,,,,,AirAsia,E100002014334,3169820,Visakhapatnam Airport,transportation,international-aviation
,,,,,,,,,,,,Scoot,E100002014873,3169820,Visakhapatnam Airport,transportation,international-aviation
,,,,,,,,,,,,Thai AirAsia,E100002014976,3169820,Visakhapatnam Airport,transportation,international-aviation
