parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,source_id,source_name,source_sector,source_subsector
Essel Mining & Industries Ltd,E100000153045,legal entity,3358006SBGEK8EC3HC67,4296015221,IND,IND,,Essel Mining & Industries Ltd -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Orsa Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233183,Orsa Mine,mineral-extraction,bauxite-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> Hindalco Industries Ltd [59.45%] -> Orsa Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233183,Orsa Mine,mineral-extraction,bauxite-mining
Aditya Birla Management Corporation Pvt Ltd,E100000120031,legal entity,335800GITXOP4O6TQM65,5000053377,IND,IND,,Aditya Birla Management Corporation Pvt Ltd -> Essel Mining & Industries Ltd [unknown %] -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Orsa Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233183,Orsa Mine,mineral-extraction,bauxite-mining
Adnan Minerals Pvt Ltd,E100002011142,,,,,,,Adnan Minerals Pvt Ltd -> Padrehi Mine [unknown %],,Adnan Minerals Pvt Ltd,E100002011142,,,42233184,Padrehi Mine,mineral-extraction,bauxite-mining
Katni Minerals Pvt Ltd,E100002011929,legal entity,,,,,,Katni Minerals Pvt Ltd -> Padwar Mine [unknown %],,Katni Minerals Pvt Ltd,E100002011929,,,42233185,Padwar Mine,mineral-extraction,bauxite-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> Hindalco Industries Ltd [59.45%] -> Pakhar Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233186,Pakhar Mine,mineral-extraction,bauxite-mining
Government of India,E100001000397,state,,5000055448,,IND,,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> Hindalco Industries Ltd [9.65%] -> Pakhar Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233186,Pakhar Mine,mineral-extraction,bauxite-mining
IGH Holdings Pvt Ltd,E100001010419,legal entity,335800E52FQAZNBKW310,5000932187,IND,IND,,IGH Holdings Pvt Ltd -> Hindalco Industries Ltd [15.58%] -> Pakhar Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233186,Pakhar Mine,mineral-extraction,bauxite-mining
Hindalco Industries Ltd,E100000120560,legal entity,335800KXLE5NO5B4GF90,4295873625,IND,IND,,Hindalco Industries Ltd -> Pakhar Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233186,Pakhar Mine,mineral-extraction,bauxite-mining
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,,Life Insurance Corporation of India Ltd -> Hindalco Industries Ltd [9.65%] -> Pakhar Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233186,Pakhar Mine,mineral-extraction,bauxite-mining
Birla Group Holdings Pvt Ltd,E100001010420,legal entity,335800ILCQTLE8K8I628,5000003697,IND,IND,,Birla Group Holdings Pvt Ltd -> Hindalco Industries Ltd [10.16%] -> Pakhar Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233186,Pakhar Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Hindalco Industries Ltd [5.16%] -> Pakhar Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233186,Pakhar Mine,mineral-extraction,bauxite-mining
Essel Mining & Industries Ltd,E100000153045,legal entity,3358006SBGEK8EC3HC67,4296015221,IND,IND,,Essel Mining & Industries Ltd -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Pakhar Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233186,Pakhar Mine,mineral-extraction,bauxite-mining
Aditya Birla Management Corporation Pvt Ltd,E100000120031,legal entity,335800GITXOP4O6TQM65,5000053377,IND,IND,,Aditya Birla Management Corporation Pvt Ltd -> Essel Mining & Industries Ltd [unknown %] -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Pakhar Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233186,Pakhar Mine,mineral-extraction,bauxite-mining
Saurashtra Minerals Pvt Ltd,E100002011143,,,,,,,Saurashtra Minerals Pvt Ltd -> Palakhada Mine [unknown %],,Saurashtra Minerals Pvt Ltd,E100002011143,,,42233187,Palakhada Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Pamariya Mine [unknown %],,natural person(s),E100000123261,,,42233188,Pamariya Mine,mineral-extraction,bauxite-mining
Government of India,E100001000397,state,,5000055448,,IND,,Government of India  -> National Aluminium Co Ltd [51.28%] -> Panchpatmalli Mine [unknown %],,National Aluminium Co Ltd,E100000000522,,,42233189,Panchpatmalli Mine,mineral-extraction,bauxite-mining
National Aluminium Co Ltd,E100000000522,legal entity,335800OM1V78CX7SSC72,4295872611,IND,IND,,National Aluminium Co Ltd -> Panchpatmalli Mine [unknown %],,National Aluminium Co Ltd,E100000000522,,,42233189,Panchpatmalli Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> National Aluminium Co Ltd [17.54%] -> Panchpatmalli Mine [unknown %],,National Aluminium Co Ltd,E100000000522,,,42233189,Panchpatmalli Mine,mineral-extraction,bauxite-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> National Aluminium Co Ltd [31.18%] -> Panchpatmalli Mine [unknown %],,National Aluminium Co Ltd,E100000000522,,,42233189,Panchpatmalli Mine,mineral-extraction,bauxite-mining
Shri Nataraj Ceramic and Chemical Industries Ltd,E100002011145,legal entity,,,,,,Shri Nataraj Ceramic and Chemical Industries Ltd -> Pilidhar Mine [unknown %],,Shri Nataraj Ceramic and Chemical Industries Ltd,E100002011145,,,42233191,Pilidhar Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Putka Pahad Mine [unknown %],,natural person(s),E100000123261,,,42233192,Putka Pahad Mine,mineral-extraction,bauxite-mining
Saurashtra Calcine Bauxite and Allied Industries Ltd,E100002011119,legal entity,,,,,,Saurashtra Calcine Bauxite and Allied Industries Ltd -> Ran Mine [unknown %],,Saurashtra Calcine Bauxite and Allied Industries Ltd,E100002011119,,,42233193,Ran Mine,mineral-extraction,bauxite-mining
Orient Ceratech Ltd,E100002011101,,,,,,,Orient Ceratech Ltd -> Rata Talab Mine [unknown %],,Orient Ceratech Ltd,E100002011101,,,42233194,Rata Talab Mine,mineral-extraction,bauxite-mining
State of Gujarat,E100000131638,state,,5000004492,,IND,,State of Gujarat  -> Gujarat Mineral Development Co Ltd [74.0%] -> Ratadia-Nagrecha Mine [unknown %],,Gujarat Mineral Development Co Ltd,E100001000669,,,42233195,Ratadia-Nagrecha Mine,mineral-extraction,bauxite-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> Gujarat Mineral Development Co Ltd [7.78%] -> Ratadia-Nagrecha Mine [unknown %],,Gujarat Mineral Development Co Ltd,E100001000669,,,42233195,Ratadia-Nagrecha Mine,mineral-extraction,bauxite-mining
Gujarat Mineral Development Co Ltd,E100001000669,legal entity,335800B8OP5L7DH9VD35,4295872462,IND,IND,,Gujarat Mineral Development Co Ltd -> Ratadia-Nagrecha Mine [unknown %],,Gujarat Mineral Development Co Ltd,E100001000669,,,42233195,Ratadia-Nagrecha Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Gujarat Mineral Development Co Ltd [18.22%] -> Ratadia-Nagrecha Mine [unknown %],,Gujarat Mineral Development Co Ltd,E100001000669,,,42233195,Ratadia-Nagrecha Mine,mineral-extraction,bauxite-mining
Shivram Minerals,E100002011147,,,,,,,Shivram Minerals  -> Ringewadi Mine [unknown %],,Shivram Minerals,E100002011147,,,42233196,Ringewadi Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Roha-Kotda Mine [unknown %],,natural person(s),E100000123261,,,42233197,Roha-Kotda Mine,mineral-extraction,bauxite-mining
Sangeetha Minerals Pvt Ltd,E100002011148,,,,,,,Sangeetha Minerals Pvt Ltd -> Rosara Mine [unknown %],,Sangeetha Minerals Pvt Ltd,E100002011148,,,42233198,Rosara Mine,mineral-extraction,bauxite-mining
Ashapura Minechem Ltd,E100002011149,,,,,,,Ashapura Minechem Ltd -> Rowale Mine [unknown %],,Ashapura Minechem Ltd,E100002011149,,,42233199,Rowale Mine,mineral-extraction,bauxite-mining
Madhya Pradesh Minerals Supply Co,E100002011115,,,,,,,Madhya Pradesh Minerals Supply Co -> Salaiya Mine [unknown %],,Madhya Pradesh Minerals Supply Co,E100002011115,,,42233200,Salaiya Mine,mineral-extraction,bauxite-mining
,,,,,,,,,,,,Bharat Aluminum Co Ltd,E100001010032,42233202,Sapnadar Mine,mineral-extraction,bauxite-mining
Government of India,E100001000397,state,,5000055448,,IND,,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> Hindalco Industries Ltd [9.65%] -> Samri Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233202,Sapnadar Mine,mineral-extraction,bauxite-mining
IGH Holdings Pvt Ltd,E100001010419,legal entity,335800E52FQAZNBKW310,5000932187,IND,IND,,IGH Holdings Pvt Ltd -> Hindalco Industries Ltd [15.58%] -> Samri Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233202,Sapnadar Mine,mineral-extraction,bauxite-mining
Hindalco Industries Ltd,E100000120560,legal entity,335800KXLE5NO5B4GF90,4295873625,IND,IND,,Hindalco Industries Ltd -> Samri Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233202,Sapnadar Mine,mineral-extraction,bauxite-mining
Vedanta Resources PLC,E100002011099,,,,,,,Vedanta Resources PLC -> Sapnadar Mine [unknown %],,Vedanta Resources PLC,E100002011099,,,42233202,Sapnadar Mine,mineral-extraction,bauxite-mining
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,,Life Insurance Corporation of India Ltd -> Hindalco Industries Ltd [9.65%] -> Samri Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233202,Sapnadar Mine,mineral-extraction,bauxite-mining
Birla Group Holdings Pvt Ltd,E100001010420,legal entity,335800ILCQTLE8K8I628,5000003697,IND,IND,,Birla Group Holdings Pvt Ltd -> Hindalco Industries Ltd [10.16%] -> Samri Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233202,Sapnadar Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Hindalco Industries Ltd [5.16%] -> Samri Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233202,Sapnadar Mine,mineral-extraction,bauxite-mining
Essel Mining & Industries Ltd,E100000153045,legal entity,3358006SBGEK8EC3HC67,4296015221,IND,IND,,Essel Mining & Industries Ltd -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Samri Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233202,Sapnadar Mine,mineral-extraction,bauxite-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> Hindalco Industries Ltd [59.45%] -> Samri Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233202,Sapnadar Mine,mineral-extraction,bauxite-mining
Aditya Birla Management Corporation Pvt Ltd,E100000120031,legal entity,335800GITXOP4O6TQM65,5000053377,IND,IND,,Aditya Birla Management Corporation Pvt Ltd -> Essel Mining & Industries Ltd [unknown %] -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Samri Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233202,Sapnadar Mine,mineral-extraction,bauxite-mining
Vedanta Resources PLC,E100002011099,,,,,,,Vedanta Resources PLC -> Selurnadu Mine [unknown %],,Vedanta Resources PLC,E100002011099,,,42233203,Selurnadu Mine,mineral-extraction,bauxite-mining
Mineral Exploration Corp Ltd,E100002011150,,,,,,,Mineral Exploration Corp Ltd -> Serangdag Mine [unknown %],,Mineral Exploration Corp Ltd,E100002011150,,,42233204,Serangdag Mine,mineral-extraction,bauxite-mining
Bhumipurusha Minerals Pvt Ltd,E100002011151,,,,,,,Bhumipurusha Minerals Pvt Ltd -> Shakti Mine [unknown %],,Bhumipurusha Minerals Pvt Ltd,E100002011151,,,42233205,Shakti Mine,mineral-extraction,bauxite-mining
Government of India,E100001000397,state,,5000055448,,IND,,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> Hindalco Industries Ltd [9.65%] -> Sherengdag Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233206,Sherengdag Mine,mineral-extraction,bauxite-mining
IGH Holdings Pvt Ltd,E100001010419,legal entity,335800E52FQAZNBKW310,5000932187,IND,IND,,IGH Holdings Pvt Ltd -> Hindalco Industries Ltd [15.58%] -> Sherengdag Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233206,Sherengdag Mine,mineral-extraction,bauxite-mining
Hindalco Industries Ltd,E100000120560,legal entity,335800KXLE5NO5B4GF90,4295873625,IND,IND,,Hindalco Industries Ltd -> Sherengdag Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233206,Sherengdag Mine,mineral-extraction,bauxite-mining
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,,Life Insurance Corporation of India Ltd -> Hindalco Industries Ltd [9.65%] -> Sherengdag Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233206,Sherengdag Mine,mineral-extraction,bauxite-mining
Birla Group Holdings Pvt Ltd,E100001010420,legal entity,335800ILCQTLE8K8I628,5000003697,IND,IND,,Birla Group Holdings Pvt Ltd -> Hindalco Industries Ltd [10.16%] -> Sherengdag Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233206,Sherengdag Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Hindalco Industries Ltd [5.16%] -> Sherengdag Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233206,Sherengdag Mine,mineral-extraction,bauxite-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> Hindalco Industries Ltd [59.45%] -> Sherengdag Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233206,Sherengdag Mine,mineral-extraction,bauxite-mining
Aditya Birla Management Corporation Pvt Ltd,E100000120031,legal entity,335800GITXOP4O6TQM65,5000053377,IND,IND,,Aditya Birla Management Corporation Pvt Ltd -> Essel Mining & Industries Ltd [unknown %] -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Sherengdag Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233206,Sherengdag Mine,mineral-extraction,bauxite-mining
Essel Mining & Industries Ltd,E100000153045,legal entity,3358006SBGEK8EC3HC67,4296015221,IND,IND,,Essel Mining & Industries Ltd -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Sherengdag Mine [unknown %],,Hindalco Industries Ltd,E100000120560,,,42233206,Sherengdag Mine,mineral-extraction,bauxite-mining
Rakesh Agencies Pvt Ltd,E100002011123,,,,,,,Rakesh Agencies Pvt Ltd -> Sidha Kothar Mine [unknown %],,Rakesh Agencies Pvt Ltd,E100002011123,,,42233207,Sidha Kothar Mine,mineral-extraction,bauxite-mining
Riddhi Mines and Minerals Pvt Ltd,E100002011152,,,,,,,Riddhi Mines and Minerals Pvt Ltd -> Sorna Mine [unknown %],,Riddhi Mines and Minerals Pvt Ltd,E100002011152,,,42233208,Sorna Mine,mineral-extraction,bauxite-mining
Thanki Export Pvt Ltd,E100002011153,,,,,,,Thanki Export Pvt Ltd -> Sultani Mine [unknown %],,Thanki Export Pvt Ltd,E100002011153,,,42233209,Sultani Mine,mineral-extraction,bauxite-mining
Radhey Krishna Mines and Minerals Ltd,E100002011154,legal entity,,,,,,Radhey Krishna Mines and Minerals Ltd -> Taiyabpura Mine [unknown %],,Radhey Krishna Mines and Minerals Ltd,E100002011154,,,42233210,Taiyabpura Mine,mineral-extraction,bauxite-mining
,,,,,,,,,,,,Hindalco Industries Ltd,E100000120560,42233211,Tatijharia Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Tatijharia Mine [unknown %],,natural person(s),E100000123261,,,42233211,Tatijharia Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Tenpur Mine [unknown %],,natural person(s),E100000123261,,,42233212,Tenpur Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Tharka Mine [unknown %],,natural person(s),E100000123261,,,42233213,Tharka Mine,mineral-extraction,bauxite-mining
Ram Das Verma & Co,E100002011158,legal entity,,,,,,Ram Das Verma & Co -> Tikar-A Mine [unknown %],,Ram Das Verma & Co,E100002011158,,,42233214,Tikar-A Mine,mineral-extraction,bauxite-mining
Ram Das Verma & Co,E100002011158,legal entity,,,,,,Ram Das Verma & Co -> Tikar-B Mine [unknown %],,Ram Das Verma & Co,E100002011158,,,42233215,Tikar-B Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Tikaria Mine [unknown %],,natural person(s),E100000123261,,,42233216,Tikaria Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Tikariya Mine [unknown %],,natural person(s),E100000123261,,,42233217,Tikariya Mine,mineral-extraction,bauxite-mining
Madhya Pradesh Minerals Supply Co,E100002011115,,,,,,,Madhya Pradesh Minerals Supply Co -> Udali Mine [unknown %],,Madhya Pradesh Minerals Supply Co,E100002011115,,,42233218,Udali Mine,mineral-extraction,bauxite-mining
Mohite Industries Ltd,E100002011161,,,,,,,Mohite Industries Ltd -> Udgiri Mine [unknown %],,Mohite Industries Ltd,E100002011161,,,42233219,Udgiri Mine,mineral-extraction,bauxite-mining
Ashapura Minechem Ltd,E100002011149,,,,,,,Ashapura Minechem Ltd -> Umbarshet Mine [unknown %],,Ashapura Minechem Ltd,E100002011149,,,42233220,Umbarshet Mine,mineral-extraction,bauxite-mining
Chhattisgarh Mineral Development Corp Ltd,E100002002787,legal entity,3358001HWYA9L13YQC88,5037037630,IND,IND,,Chhattisgarh Mineral Development Corp Ltd -> Uranga-Barima Mine [unknown %],,Chhattisgarh Mineral Development Corp Ltd,E100002002787,,,42233221,Uranga-Barima Mine,mineral-extraction,bauxite-mining
State of Chhattisgarh,E100001010798,state,,5000008134,,IND,,State of Chhattisgarh  -> Chhattisgarh Mineral Development Corp Ltd [unknown %] -> Uranga-Barima Mine [unknown %],,Chhattisgarh Mineral Development Corp Ltd,E100002002787,,,42233221,Uranga-Barima Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Uttambar Mine [unknown %],,natural person(s),E100000123261,,,42233222,Uttambar Mine,mineral-extraction,bauxite-mining
Orient Ceratech Ltd,E100002011101,,,,,,,Orient Ceratech Ltd -> Varada-I Mine [unknown %],,Orient Ceratech Ltd,E100002011101,,,42233223,Varada-I Mine,mineral-extraction,bauxite-mining
Orient Ceratech Ltd,E100002011101,,,,,,,Orient Ceratech Ltd -> Varada-II Mine [unknown %],,Orient Ceratech Ltd,E100002011101,,,42233224,Varada-II Mine,mineral-extraction,bauxite-mining
Ashapura Minechem Ltd,E100002011149,,,,,,,Ashapura Minechem Ltd -> Velas-Sakhari Mine [unknown %],,Ashapura Minechem Ltd,E100002011149,,,42233225,Velas-Sakhari Mine,mineral-extraction,bauxite-mining
Dalmia Bharat Refractories Ltd,E100002011163,,,,,,,Dalmia Bharat Refractories Ltd -> Virpur Mine [unknown %],,Dalmia Bharat Refractories Ltd,E100002011163,,,42233226,Virpur Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Visavada Mine [unknown %],,natural person(s),E100000123261,,,42233227,Visavada Mine,mineral-extraction,bauxite-mining
Gujarat Mineral Development Co Ltd,E100001000669,legal entity,335800B8OP5L7DH9VD35,4295872462,IND,IND,,Gujarat Mineral Development Co Ltd -> Wandh-I Mine [unknown %],,Gujarat Mineral Development Co Ltd,E100001000669,,,42233228,Wandh-I Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Gujarat Mineral Development Co Ltd [18.22%] -> Wandh-I Mine [unknown %],,Gujarat Mineral Development Co Ltd,E100001000669,,,42233228,Wandh-I Mine,mineral-extraction,bauxite-mining
State of Gujarat,E100000131638,state,,5000004492,,IND,,State of Gujarat  -> Gujarat Mineral Development Co Ltd [74.0%] -> Wandh-I Mine [unknown %],,Gujarat Mineral Development Co Ltd,E100001000669,,,42233228,Wandh-I Mine,mineral-extraction,bauxite-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> Gujarat Mineral Development Co Ltd [7.78%] -> Wandh-I Mine [unknown %],,Gujarat Mineral Development Co Ltd,E100001000669,,,42233228,Wandh-I Mine,mineral-extraction,bauxite-mining
State of Gujarat,E100000131638,state,,5000004492,,IND,,State of Gujarat  -> Gujarat Mineral Development Co Ltd [74.0%] -> Wandh-II Mine [unknown %],,Gujarat Mineral Development Co Ltd,E100001000669,,,42233229,Wandh-II Mine,mineral-extraction,bauxite-mining
Gujarat Mineral Development Co Ltd,E100001000669,legal entity,335800B8OP5L7DH9VD35,4295872462,IND,IND,,Gujarat Mineral Development Co Ltd -> Wandh-II Mine [unknown %],,Gujarat Mineral Development Co Ltd,E100001000669,,,42233229,Wandh-II Mine,mineral-extraction,bauxite-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Gujarat Mineral Development Co Ltd [18.22%] -> Wandh-II Mine [unknown %],,Gujarat Mineral Development Co Ltd,E100001000669,,,42233229,Wandh-II Mine,mineral-extraction,bauxite-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> Gujarat Mineral Development Co Ltd [7.78%] -> Wandh-II Mine [unknown %],,Gujarat Mineral Development Co Ltd,E100001000669,,,42233229,Wandh-II Mine,mineral-extraction,bauxite-mining
Shri Warana Minerals Pvt Ltd,E100002011164,,,,,,,Shri Warana Minerals Pvt Ltd -> Yelwan Jugai Mine [unknown %],,Shri Warana Minerals Pvt Ltd,E100002011164,,,42233230,Yelwan Jugai Mine,mineral-extraction,bauxite-mining
Vedanta Resources PLC,E100002011099,,,,,,,Vedanta Resources PLC -> Yercaud Mine [unknown %],,Vedanta Resources PLC,E100002011099,,,42233231,Yercaud Mine,mineral-extraction,bauxite-mining
