parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,source_id,source_name,source_sector,source_subsector
Government of India,E100001000397,state,,5000055448,,IND,65.0,Government of India  -> Steel Authority of India Ltd [65.0%] -> Jharan Dalli Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158218,Jharan Dalli Mine,mineral-extraction,iron-mining
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,7.61,Life Insurance Corporation of India Ltd -> Tata Steel Ltd [7.61%] -> Joda East Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158221,Joda East Mine,mineral-extraction,iron-mining
Ratan Tata Trust,E100001016174,legal entity,335800XQK8VFRDOZU977,5035506773,IND,IND,7.48,Ratan Tata Trust  -> Tata Sons Pvt Ltd [23.56%] -> Tata Steel Ltd [31.76%] -> Joda East Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158221,Joda East Mine,mineral-extraction,iron-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,0.16,natural person(s)  -> Life Insurance Corporation of India Ltd [2.09%] -> Tata Steel Ltd [7.61%] -> Joda East Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158221,Joda East Mine,mineral-extraction,iron-mining
Sterling Investment Corporation Pvt Ltd,E100001016175,legal entity,,4297648891,IND,,2.86,Sterling Investment Corporation Pvt Ltd -> Tata Sons Pvt Ltd [9.0%] -> Tata Steel Ltd [31.76%] -> Joda East Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158221,Joda East Mine,mineral-extraction,iron-mining
Dorabji Tata Trust,E100001016173,legal entity,335800INNVZE1RHS5X32,5035491195,IND,IND,8.89,Dorabji Tata Trust  -> Tata Sons Pvt Ltd [27.98%] -> Tata Steel Ltd [31.76%] -> Joda East Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158221,Joda East Mine,mineral-extraction,iron-mining
Tata Steel Ltd,E100001010018,legal entity,335800E6C75YGSGD5T66,4295872420,IND,IND,100.0,Tata Steel Ltd -> Joda East Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158221,Joda East Mine,mineral-extraction,iron-mining
Cyrus Investments Pvt Ltd,E100001016176,legal entity,984500LA8J846X478B64,4296983960,IND,IND,2.86,Cyrus Investments Pvt Ltd -> Tata Sons Pvt Ltd [9.0%] -> Tata Steel Ltd [31.76%] -> Joda East Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158221,Joda East Mine,mineral-extraction,iron-mining
Tata Sons Pvt Ltd,E100000121405,legal entity,335800YLT7FVL71YN622,4296835432,IND,IND,31.76,Tata Sons Pvt Ltd -> Tata Steel Ltd [31.76%] -> Joda East Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158221,Joda East Mine,mineral-extraction,iron-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,60.63,small shareholder(s)  -> Tata Steel Ltd [60.63%] -> Joda East Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158221,Joda East Mine,mineral-extraction,iron-mining
Government of India,E100001000397,state,,5000055448,,IND,7.34,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> Tata Steel Ltd [7.61%] -> Joda East Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158221,Joda East Mine,mineral-extraction,iron-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,0.16,natural person(s)  -> Life Insurance Corporation of India Ltd [2.09%] -> Tata Steel Ltd [7.61%] -> Joda West Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158222,Joda West Mine,mineral-extraction,iron-mining
Sterling Investment Corporation Pvt Ltd,E100001016175,legal entity,,4297648891,IND,,2.86,Sterling Investment Corporation Pvt Ltd -> Tata Sons Pvt Ltd [9.0%] -> Tata Steel Ltd [31.76%] -> Joda West Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158222,Joda West Mine,mineral-extraction,iron-mining
Ratan Tata Trust,E100001016174,legal entity,335800XQK8VFRDOZU977,5035506773,IND,IND,7.48,Ratan Tata Trust  -> Tata Sons Pvt Ltd [23.56%] -> Tata Steel Ltd [31.76%] -> Joda West Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158222,Joda West Mine,mineral-extraction,iron-mining
Dorabji Tata Trust,E100001016173,legal entity,335800INNVZE1RHS5X32,5035491195,IND,IND,8.89,Dorabji Tata Trust  -> Tata Sons Pvt Ltd [27.98%] -> Tata Steel Ltd [31.76%] -> Joda West Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158222,Joda West Mine,mineral-extraction,iron-mining
Tata Steel Ltd,E100001010018,legal entity,335800E6C75YGSGD5T66,4295872420,IND,IND,100.0,Tata Steel Ltd -> Joda West Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158222,Joda West Mine,mineral-extraction,iron-mining
Cyrus Investments Pvt Ltd,E100001016176,legal entity,984500LA8J846X478B64,4296983960,IND,IND,2.86,Cyrus Investments Pvt Ltd -> Tata Sons Pvt Ltd [9.0%] -> Tata Steel Ltd [31.76%] -> Joda West Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158222,Joda West Mine,mineral-extraction,iron-mining
Tata Sons Pvt Ltd,E100000121405,legal entity,335800YLT7FVL71YN622,4296835432,IND,IND,31.76,Tata Sons Pvt Ltd -> Tata Steel Ltd [31.76%] -> Joda West Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158222,Joda West Mine,mineral-extraction,iron-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,60.63,small shareholder(s)  -> Tata Steel Ltd [60.63%] -> Joda West Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158222,Joda West Mine,mineral-extraction,iron-mining
Government of India,E100001000397,state,,5000055448,,IND,7.34,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> Tata Steel Ltd [7.61%] -> Joda West Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158222,Joda West Mine,mineral-extraction,iron-mining
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,7.61,Life Insurance Corporation of India Ltd -> Tata Steel Ltd [7.61%] -> Joda West Mine [100.0%],,Tata Steel Ltd,E100001010018,,,43158222,Joda West Mine,mineral-extraction,iron-mining
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,9.0,Life Insurance Corporation of India Ltd -> Steel Authority of India Ltd [9.0%] -> Kalta Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158231,Kalta Mine,mineral-extraction,iron-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,26.0,small shareholder(s)  -> Steel Authority of India Ltd [26.0%] -> Kalta Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158231,Kalta Mine,mineral-extraction,iron-mining
Government of India,E100001000397,state,,5000055448,,IND,65.0,Government of India  -> Steel Authority of India Ltd [65.0%] -> Kalta Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158231,Kalta Mine,mineral-extraction,iron-mining
Steel Authority of India Ltd,E100001000703,legal entity,335800ZJXMF183ZCQI90,4295872623,IND,IND,100.0,Steel Authority of India Ltd -> Kalta Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158231,Kalta Mine,mineral-extraction,iron-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,0.19,natural person(s)  -> Life Insurance Corporation of India Ltd [2.09%] -> Steel Authority of India Ltd [9.0%] -> Kalta Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158231,Kalta Mine,mineral-extraction,iron-mining
Jindal Steel & Power Ltd,E100001000439,legal entity,335800UIKQBF6QO2NP15,4295874065,IND,IND,100.0,Jindal Steel & Power Ltd -> Kasia Mine [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,43158241,Kasia Mine,mineral-extraction,iron-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Virtuous Tradecorp Pvt Ltd [unknown %] -> Jindal Steel & Power Ltd [6.31%] -> Kasia Mine [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,43158241,Kasia Mine,mineral-extraction,iron-mining
OPJ Trading Pvt Ltd,E100001010036,legal entity,33580085MID9TDUZQY75,5043420644,IND,IND,20.59,OPJ Trading Pvt Ltd -> Jindal Steel & Power Ltd [20.59%] -> Kasia Mine [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,43158241,Kasia Mine,mineral-extraction,iron-mining
Opelina Sustainable Services Pvt Ltd,E100001010328,legal entity,335800H6I9ARSZKEWE61,5082461015,IND,IND,14.42,Opelina Sustainable Services Pvt Ltd -> Jindal Steel & Power Ltd [14.42%] -> Kasia Mine [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,43158241,Kasia Mine,mineral-extraction,iron-mining
Siddeshwari Tradex Pvt Ltd,E100001010037,legal entity,335800FGO8OPSHX7FC78,5055414139,IND,IND,7.69,Siddeshwari Tradex Pvt Ltd -> Jindal Steel & Power Ltd [7.69%] -> Kasia Mine [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,43158241,Kasia Mine,mineral-extraction,iron-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,50.99,small shareholder(s)  -> Jindal Steel & Power Ltd [50.99%] -> Kasia Mine [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,43158241,Kasia Mine,mineral-extraction,iron-mining
Virtuous Tradecorp Pvt Ltd,E100001001119,legal entity,9845001AD2BDJ6090537,5043428784,IND,IND,6.31,Virtuous Tradecorp Pvt Ltd -> Jindal Steel & Power Ltd [6.31%] -> Kasia Mine [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,43158241,Kasia Mine,mineral-extraction,iron-mining
Sree Metaliks Ltd,E100000130860,legal entity,254900NPVQ9R2ADH4N08,4298177873,IND,IND,100.0,Sree Metaliks Ltd -> Khandbandh Mine [100.0%],,Sree Metaliks Ltd,E100000130860,,,43158246,Khandbandh Mine,mineral-extraction,iron-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,0.19,natural person(s)  -> Life Insurance Corporation of India Ltd [2.09%] -> Steel Authority of India Ltd [9.0%] -> Kiriburu Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158252,Kiriburu Mine,mineral-extraction,iron-mining
Steel Authority of India Ltd,E100001000703,legal entity,335800ZJXMF183ZCQI90,4295872623,IND,IND,100.0,Steel Authority of India Ltd -> Kiriburu Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158252,Kiriburu Mine,mineral-extraction,iron-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,26.0,small shareholder(s)  -> Steel Authority of India Ltd [26.0%] -> Kiriburu Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158252,Kiriburu Mine,mineral-extraction,iron-mining
Government of India,E100001000397,state,,5000055448,,IND,65.0,Government of India  -> Steel Authority of India Ltd [65.0%] -> Kiriburu Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158252,Kiriburu Mine,mineral-extraction,iron-mining
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,9.0,Life Insurance Corporation of India Ltd -> Steel Authority of India Ltd [9.0%] -> Kiriburu Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158252,Kiriburu Mine,mineral-extraction,iron-mining
Aditya Birla Management Corporation Pvt Ltd,E100000120031,legal entity,335800GITXOP4O6TQM65,5000053377,IND,IND,,Aditya Birla Management Corporation Pvt Ltd -> Essel Mining & Industries Ltd [unknown %] -> Koira Mine [100.0%],,Essel Mining & Industries Ltd,E100000153045,,,43158254,Koira Mine,mineral-extraction,iron-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,10.08,natural person(s)  -> National Mineral Development Corp Ltd [10.08%] -> Kumaraswamy Mine [100.0%],,National Mineral Development Corp Ltd,E100001000686,,,43158257,Kumaraswamy Mine,mineral-extraction,iron-mining
National Mineral Development Corp Ltd,E100001000686,legal entity,335800IXHXOHQ7B2HP66,4295874011,IND,IND,100.0,National Mineral Development Corp Ltd -> Kumaraswamy Mine [100.0%],,National Mineral Development Corp Ltd,E100001000686,,,43158257,Kumaraswamy Mine,mineral-extraction,iron-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,22.27,small shareholder(s)  -> National Mineral Development Corp Ltd [22.27%] -> Kumaraswamy Mine [100.0%],,National Mineral Development Corp Ltd,E100001000686,,,43158257,Kumaraswamy Mine,mineral-extraction,iron-mining
Government of India,E100001000397,state,,5000055448,,IND,60.79,Government of India  -> National Mineral Development Corp Ltd [60.79%] -> Kumaraswamy Mine [100.0%],,National Mineral Development Corp Ltd,E100001000686,,,43158257,Kumaraswamy Mine,mineral-extraction,iron-mining
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,6.86,Life Insurance Corporation of India Ltd -> National Mineral Development Corp Ltd [6.86%] -> Kumaraswamy Mine [100.0%],,National Mineral Development Corp Ltd,E100001000686,,,43158257,Kumaraswamy Mine,mineral-extraction,iron-mining
State of Odisha,E100001001022,state,,5000055861,,IND,,State of Odisha  -> Odisha Mining Corp Ltd [unknown %] -> Kurmitar Mine [100.0%],,Odisha Mining Corp Ltd,E100002000286,,,43158259,Kurmitar Mine,mineral-extraction,iron-mining
Odisha Mining Corp Ltd,E100002000286,legal entity,,5037852553,IND,IND,100.0,Odisha Mining Corp Ltd -> Kurmitar Mine [100.0%],,Odisha Mining Corp Ltd,E100002000286,,,43158259,Kurmitar Mine,mineral-extraction,iron-mining
State of Odisha,E100001001022,state,,5000055861,,IND,,State of Odisha  -> Odisha Mining Corp Ltd [unknown %] -> Maha Parvat Mine [100.0%],,Odisha Mining Corp Ltd,E100002000286,,,43158261,Maha Parvat Mine,mineral-extraction,iron-mining
Odisha Mining Corp Ltd,E100002000286,legal entity,,5037852553,IND,IND,100.0,Odisha Mining Corp Ltd -> Maha Parvat Mine [100.0%],,Odisha Mining Corp Ltd,E100002000286,,,43158261,Maha Parvat Mine,mineral-extraction,iron-mining
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,9.0,Life Insurance Corporation of India Ltd -> Steel Authority of India Ltd [9.0%] -> Meghahatuburu Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158269,Meghahatuburu Mine,mineral-extraction,iron-mining
Steel Authority of India Ltd,E100001000703,legal entity,335800ZJXMF183ZCQI90,4295872623,IND,IND,100.0,Steel Authority of India Ltd -> Meghahatuburu Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158269,Meghahatuburu Mine,mineral-extraction,iron-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,0.19,natural person(s)  -> Life Insurance Corporation of India Ltd [2.09%] -> Steel Authority of India Ltd [9.0%] -> Meghahatuburu Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158269,Meghahatuburu Mine,mineral-extraction,iron-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,26.0,small shareholder(s)  -> Steel Authority of India Ltd [26.0%] -> Meghahatuburu Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158269,Meghahatuburu Mine,mineral-extraction,iron-mining
Government of India,E100001000397,state,,5000055448,,IND,65.0,Government of India  -> Steel Authority of India Ltd [65.0%] -> Meghahatuburu Mine [100.0%],,Steel Authority of India Ltd,E100001000703,,,43158269,Meghahatuburu Mine,mineral-extraction,iron-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,100.0,natural person(s)  -> Murgabeda Mine [100.0%],,natural person(s),E100000123261,,,43158273,Murgabeda Mine,mineral-extraction,iron-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,100.0,natural person(s)  -> Naibuga Mine [100.0%],,natural person(s),E100000123261,,,43158276,Naibuga Mine,mineral-extraction,iron-mining
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,7.47,Life Insurance Corporation of India Ltd -> JSW Steel Ltd [7.47%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
JSW Steel Ltd,E100001000516,legal entity,335800EK6HZSC4CVAJ09,4295872888,IND,IND,100.0,JSW Steel Ltd -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,10.95,natural person(s)  -> JSW Techno Projects Management Ltd [100.0%] -> JSW Steel Ltd [10.95%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
JFE Steel International Europe BV,E100001010147,legal entity,3538004SYEDMHPTGRC96,5058584495,NLD,NLD,15.0,JFE Steel International Europe BV -> JSW Steel Ltd [15.0%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
Genova Multisolutions Pvt Ltd,E100001016565,legal entity,not found,5060559315,IND,IND,0.09,Genova Multisolutions Pvt Ltd -> Nalwa Sons Investments Ltd [11.12%] -> JSW Holdings Ltd [10.24%] -> JSW Steel Ltd [7.5%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
Vinamra Consultancy Pvt Ltd,E100001010034,legal entity,not found,5055374875,IND,IND,0.73,Vinamra Consultancy Pvt Ltd -> JSW Holdings Ltd [9.76%] -> JSW Steel Ltd [7.5%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
Vividh Finvest Pvt Ltd,E100001000521,legal entity,98450016C1B2B637EF67,5082241084,IND,IND,5.93,Vividh Finvest Pvt Ltd -> JSW Steel Ltd [5.93%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
Nalwa Sons Investments Ltd,E100001010033,legal entity,984500C6BD9A0AD01026,4295873306,IND,IND,0.77,Nalwa Sons Investments Ltd -> JSW Holdings Ltd [10.24%] -> JSW Steel Ltd [7.5%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
OPJ Trading Pvt Ltd,E100001010036,legal entity,33580085MID9TDUZQY75,5043420644,IND,IND,0.56,OPJ Trading Pvt Ltd -> JSW Holdings Ltd [7.41%] -> JSW Steel Ltd [7.5%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
Strata Multiventures Pvt Ltd,E100001010035,legal entity,not found,5060614941,IND,IND,0.56,Strata Multiventures Pvt Ltd -> JSW Holdings Ltd [7.41%] -> JSW Steel Ltd [7.5%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
JSW Techno Projects Management Ltd,E100001010148,legal entity,335800ID2SEUMJ4UHQ09,5001102607,IND,IND,10.95,JSW Techno Projects Management Ltd -> JSW Steel Ltd [10.95%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
Siddeshwari Tradex Pvt Ltd,E100001010037,legal entity,335800FGO8OPSHX7FC78,5055414139,IND,IND,0.85,Siddeshwari Tradex Pvt Ltd -> JSW Holdings Ltd [11.34%] -> JSW Steel Ltd [7.5%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
JSW Holdings Ltd,E100001000519,legal entity,9845006RA7A0B1490132,4295873178,IND,IND,7.5,JSW Holdings Ltd -> JSW Steel Ltd [7.5%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,53.15,small shareholder(s)  -> JSW Steel Ltd [53.15%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
Virtuous Tradecorp Pvt Ltd,E100001001119,legal entity,9845001AD2BDJ6090537,5043428784,IND,IND,0.56,Virtuous Tradecorp Pvt Ltd -> JSW Holdings Ltd [7.41%] -> JSW Steel Ltd [7.5%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
Government of India,E100001000397,state,,5000055448,,IND,7.21,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> JSW Steel Ltd [7.47%] -> Nandi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158277,Nandi Mine,mineral-extraction,iron-mining
JSW Holdings Ltd,E100001000519,legal entity,9845006RA7A0B1490132,4295873178,IND,IND,7.5,JSW Holdings Ltd -> JSW Steel Ltd [7.5%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
Genova Multisolutions Pvt Ltd,E100001016565,legal entity,not found,5060559315,IND,IND,0.09,Genova Multisolutions Pvt Ltd -> Nalwa Sons Investments Ltd [11.12%] -> JSW Holdings Ltd [10.24%] -> JSW Steel Ltd [7.5%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,10.95,natural person(s)  -> JSW Techno Projects Management Ltd [100.0%] -> JSW Steel Ltd [10.95%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
Vinamra Consultancy Pvt Ltd,E100001010034,legal entity,not found,5055374875,IND,IND,0.73,Vinamra Consultancy Pvt Ltd -> JSW Holdings Ltd [9.76%] -> JSW Steel Ltd [7.5%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
Vividh Finvest Pvt Ltd,E100001000521,legal entity,98450016C1B2B637EF67,5082241084,IND,IND,5.93,Vividh Finvest Pvt Ltd -> JSW Steel Ltd [5.93%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
Nalwa Sons Investments Ltd,E100001010033,legal entity,984500C6BD9A0AD01026,4295873306,IND,IND,0.77,Nalwa Sons Investments Ltd -> JSW Holdings Ltd [10.24%] -> JSW Steel Ltd [7.5%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
OPJ Trading Pvt Ltd,E100001010036,legal entity,33580085MID9TDUZQY75,5043420644,IND,IND,0.56,OPJ Trading Pvt Ltd -> JSW Holdings Ltd [7.41%] -> JSW Steel Ltd [7.5%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
Strata Multiventures Pvt Ltd,E100001010035,legal entity,not found,5060614941,IND,IND,0.56,Strata Multiventures Pvt Ltd -> JSW Holdings Ltd [7.41%] -> JSW Steel Ltd [7.5%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
JSW Techno Projects Management Ltd,E100001010148,legal entity,335800ID2SEUMJ4UHQ09,5001102607,IND,IND,10.95,JSW Techno Projects Management Ltd -> JSW Steel Ltd [10.95%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
Siddeshwari Tradex Pvt Ltd,E100001010037,legal entity,335800FGO8OPSHX7FC78,5055414139,IND,IND,0.85,Siddeshwari Tradex Pvt Ltd -> JSW Holdings Ltd [11.34%] -> JSW Steel Ltd [7.5%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
JFE Steel International Europe BV,E100001010147,legal entity,3538004SYEDMHPTGRC96,5058584495,NLD,NLD,15.0,JFE Steel International Europe BV -> JSW Steel Ltd [15.0%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
small shareholder(s),E100001015587,unknown entity,not applicable,not applicable,,,53.15,small shareholder(s)  -> JSW Steel Ltd [53.15%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
Virtuous Tradecorp Pvt Ltd,E100001001119,legal entity,9845001AD2BDJ6090537,5043428784,IND,IND,0.56,Virtuous Tradecorp Pvt Ltd -> JSW Holdings Ltd [7.41%] -> JSW Steel Ltd [7.5%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
JSW Steel Ltd,E100001000516,legal entity,335800EK6HZSC4CVAJ09,4295872888,IND,IND,100.0,JSW Steel Ltd -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
Government of India,E100001000397,state,,5000055448,,IND,7.21,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> JSW Steel Ltd [7.47%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,7.47,Life Insurance Corporation of India Ltd -> JSW Steel Ltd [7.47%] -> Narayanposhi Mine [100.0%],,JSW Steel Ltd,E100001000516,,,43158280,Narayanposhi Mine,mineral-extraction,iron-mining
Tata Steel Long Products Ltd,E100000121408,legal entity,335800MCBFRSTH5W2R77,4295874051,IND,IND,92.68,Tata Steel Long Products Ltd -> Neelachal Ispat Nigam Ltd [92.68%] -> Nilanchal Mine [100.0%],,Neelachal Ispat Nigam Ltd,E100001010157,,,43158286,Nilanchal Mine,mineral-extraction,iron-mining
natural person(s),E100000123261,person,not applicable,not applicable,,,0.01,natural person(s)  -> Life Insurance Corporation of India Ltd [2.09%] -> Tata Steel Ltd [7.61%] -> Neelachal Ispat Nigam Ltd [5.24%] -> Nilanchal Mine [100.0%],,Neelachal Ispat Nigam Ltd,E100001010157,,,43158286,Nilanchal Mine,mineral-extraction,iron-mining
Sterling Investment Corporation Pvt Ltd,E100001016175,legal entity,,4297648891,IND,,0.15,Sterling Investment Corporation Pvt Ltd -> Tata Sons Pvt Ltd [9.0%] -> Tata Steel Ltd [31.76%] -> Neelachal Ispat Nigam Ltd [5.24%] -> Nilanchal Mine [100.0%],,Neelachal Ispat Nigam Ltd,E100001010157,,,43158286,Nilanchal Mine,mineral-extraction,iron-mining
Ratan Tata Trust,E100001016174,legal entity,335800XQK8VFRDOZU977,5035506773,IND,IND,0.39,Ratan Tata Trust  -> Tata Sons Pvt Ltd [23.56%] -> Tata Steel Ltd [31.76%] -> Neelachal Ispat Nigam Ltd [5.24%] -> Nilanchal Mine [100.0%],,Neelachal Ispat Nigam Ltd,E100001010157,,,43158286,Nilanchal Mine,mineral-extraction,iron-mining
