parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,source_id,source_name,source_sector,source_subsector
Government of India ,E100001000397,state,,5000055448,,IND,51.1,Government of India  -> NTPC Ltd [51.1%] -> North Eastern Electric Power Corp Ltd [100.0%] -> AGARTALA [100.0%],"5456,6070,5455",North Eastern Electric Power Corp Ltd,E100000001930,,,448749,AGARTALA,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,48.9,small shareholder(s)  -> NTPC Ltd [48.9%] -> North Eastern Electric Power Corp Ltd [100.0%] -> AGARTALA [100.0%],"5456,6070,5455",North Eastern Electric Power Corp Ltd,E100000001930,,,448749,AGARTALA,power,electricity-generation
NTPC Ltd,E100000001926,legal entity,335800Q4TRGJXNLVMB81,4295874173,IND,IND,100.0,NTPC Ltd -> North Eastern Electric Power Corp Ltd [100.0%] -> AGARTALA [100.0%],,North Eastern Electric Power Corp Ltd,E100000001930,,,448749,AGARTALA,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,5.34,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> Ambuja Cements Ltd [5.53%] -> AMBUJANAGAR CEMENT [100.0%],108888,Ambuja Cements Ltd,E100001000639,,,450638,AMBUJANAGAR CEMENT,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,5.53,Life Insurance Corporation of India Ltd -> Ambuja Cements Ltd [5.53%] -> AMBUJANAGAR CEMENT [100.0%],,Ambuja Cements Ltd,E100001000639,,,450638,AMBUJANAGAR CEMENT,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,27.8,small shareholder(s)  -> Ambuja Cements Ltd [27.8%] -> AMBUJANAGAR CEMENT [100.0%],,Ambuja Cements Ltd,E100001000639,,,450638,AMBUJANAGAR CEMENT,power,electricity-generation
Ambuja Cements Ltd,E100001000639,legal entity,335800NT6LQHR1428E20,4295873304,IND,IND,100.0,Ambuja Cements Ltd -> AMBUJANAGAR CEMENT [100.0%],,Ambuja Cements Ltd,E100001000639,,,450638,AMBUJANAGAR CEMENT,power,electricity-generation
Holderind Investments Ltd,E100001016448,legal entity,529900FXBLML3NUQLV08,5000055965,MUS,MUS,57.02,Holderind Investments Ltd -> Ambuja Cements Ltd [57.02%] -> AMBUJANAGAR CEMENT [100.0%],,Ambuja Cements Ltd,E100001000639,,,450638,AMBUJANAGAR CEMENT,power,electricity-generation
Harmonia Trade and Investments Ltd,E100001016449,legal entity,89450041YW7L53AGSU76,5079708123,MUS,MUS,9.65,Harmonia Trade and Investments Ltd -> Ambuja Cements Ltd [9.65%] -> AMBUJANAGAR CEMENT [100.0%],,Ambuja Cements Ltd,E100001000639,,,450638,AMBUJANAGAR CEMENT,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,12.57,natural person(s)  -> UPL Ltd [12.57%] -> ANKALESHWAR CAUSTIC PLANT [100.0%],,UPL Ltd,E100000001942,,,449613,ANKALESHWAR CAUSTIC PLANT,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,7.03,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> UPL Ltd [7.28%] -> ANKALESHWAR CAUSTIC PLANT [100.0%],117782,UPL Ltd,E100000001942,,,449613,ANKALESHWAR CAUSTIC PLANT,power,electricity-generation
Nerka Chemicals Pvt Ltd,E100002000909,legal entity,335800ROF1UEC4LJBX07,5035485421,IND,IND,20.46,Nerka Chemicals Pvt Ltd -> UPL Ltd [20.46%] -> ANKALESHWAR CAUSTIC PLANT [100.0%],,UPL Ltd,E100000001942,,,449613,ANKALESHWAR CAUSTIC PLANT,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,7.28,Life Insurance Corporation of India Ltd -> UPL Ltd [7.28%] -> ANKALESHWAR CAUSTIC PLANT [100.0%],,UPL Ltd,E100000001942,,,449613,ANKALESHWAR CAUSTIC PLANT,power,electricity-generation
Uniphos Enterprises Ltd,E100002000910,legal entity,335800YA5WIOUBJREC54,4295872994,IND,IND,5.27,Uniphos Enterprises Ltd -> UPL Ltd [5.27%] -> ANKALESHWAR CAUSTIC PLANT [100.0%],,UPL Ltd,E100000001942,,,449613,ANKALESHWAR CAUSTIC PLANT,power,electricity-generation
UPL Ltd,E100000001942,legal entity,335800RJSM1SLHO4UA95,4295872797,IND,IND,100.0,UPL Ltd -> ANKALESHWAR CAUSTIC PLANT [100.0%],,UPL Ltd,E100000001942,,,449613,ANKALESHWAR CAUSTIC PLANT,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,54.42,small shareholder(s)  -> UPL Ltd [54.42%] -> ANKALESHWAR CAUSTIC PLANT [100.0%],,UPL Ltd,E100000001942,,,449613,ANKALESHWAR CAUSTIC PLANT,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,51.1,Government of India  -> NTPC Ltd [51.1%] -> ANTA [100.0%],,NTPC Ltd,E100000001926,,,448672,ANTA,power,electricity-generation
NTPC Ltd,E100000001926,legal entity,335800Q4TRGJXNLVMB81,4295874173,IND,IND,100.0,NTPC Ltd -> ANTA [100.0%],,NTPC Ltd,E100000001926,,,448672,ANTA,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,48.9,small shareholder(s)  -> NTPC Ltd [48.9%] -> ANTA [100.0%],,NTPC Ltd,E100000001926,,,448672,ANTA,power,electricity-generation
Ind-Barath Power Infra Ltd,E100000000518,legal entity,not found,5000803447,IND,IND,100.0,Ind-Barath Power Infra Ltd -> Arkay Energy Rameswarm Ltd [100.0%] -> ARKAY VALANTHARVI [100.0%],,Arkay Energy Rameswarm Ltd,E100000002460,,,450633,ARKAY VALANTHARVI,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> ARS Steels & Alloy International Pvt Ltd [unknown %] -> ARS Metals Gummidipoondi captive power station [100.0%],,ARS Steels & Alloy International Pvt Ltd,E100000120018,,,4409256,ARS Metals Gummidipoondi captive power station,power,electricity-generation
ARS Steels & Alloy International Pvt Ltd,E100000120018,legal entity,3358002MYECTGVYW3586,5063331944,IND,IND,100.0,ARS Steels & Alloy International Pvt Ltd -> ARS Metals Gummidipoondi captive power station [100.0%],,ARS Steels & Alloy International Pvt Ltd,E100000120018,,,4409256,ARS Metals Gummidipoondi captive power station,power,electricity-generation
Goel Investments Ltd,E100001000223,legal entity,not found,5035499976,IND,,27.56,Goel Investments Ltd -> Dhampur Sugar Mills Ltd [27.56%] -> ASMOLI SUGAR MILL [100.0%],,Dhampur Sugar Mills Ltd,E100001000222,,,4404431,ASMOLI SUGAR MILL,power,electricity-generation
Dhampur Sugar Mills Ltd,E100001000222,legal entity,3358006VALQL9QOOJB18,4295873311,IND,IND,100.0,Dhampur Sugar Mills Ltd -> ASMOLI SUGAR MILL [100.0%],,Dhampur Sugar Mills Ltd,E100001000222,,,4404431,ASMOLI SUGAR MILL,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,7.56,natural person(s)  -> Dhampur Sugar Mills Ltd [7.56%] -> ASMOLI SUGAR MILL [100.0%],,Dhampur Sugar Mills Ltd,E100001000222,,,4404431,ASMOLI SUGAR MILL,power,electricity-generation
Saraswati Properties Ltd,E100001000224,legal entity,not found,5035512673,IND,,8.89,Saraswati Properties Ltd -> Dhampur Sugar Mills Ltd [8.89%] -> ASMOLI SUGAR MILL [100.0%],,Dhampur Sugar Mills Ltd,E100001000222,,,4404431,ASMOLI SUGAR MILL,power,electricity-generation
NTPC Ltd,E100000001926,legal entity,335800Q4TRGJXNLVMB81,4295874173,IND,IND,100.0,NTPC Ltd -> AURAIYA [100.0%],,NTPC Ltd,E100000001926,,,448673,AURAIYA,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,51.1,Government of India  -> NTPC Ltd [51.1%] -> AURAIYA [100.0%],,NTPC Ltd,E100000001926,,,448673,AURAIYA,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,48.9,small shareholder(s)  -> NTPC Ltd [48.9%] -> AURAIYA [100.0%],,NTPC Ltd,E100000001926,,,448673,AURAIYA,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,36.86,natural person(s)  -> Adani Power Ltd [36.86%] -> Adani Godda power station [100.0%],,Adani Power Ltd,E100001000558,,,46885434,Adani Godda power station,power,electricity-generation
Adani Tradeline Pvt Ltd,E100001016340,legal entity,335800AXC5AI8Z8HVD04,5086642887,IND,IND,9.78,Adani Tradeline Pvt Ltd -> Adani Power Ltd [9.78%] -> Adani Godda power station [100.0%],,Adani Power Ltd,E100001000558,,,46885434,Adani Godda power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,36.29,small shareholder(s)  -> Adani Power Ltd [36.29%] -> Adani Godda power station [100.0%],,Adani Power Ltd,E100001000558,,,46885434,Adani Godda power station,power,electricity-generation
Adani Power Ltd,E100001000558,legal entity,33580074T4XKFXBDG813,4297767900,IND,IND,100.0,Adani Power Ltd -> Adani Godda power station [100.0%],,Adani Power Ltd,E100001000558,,,46885434,Adani Godda power station,power,electricity-generation
Emerging Market Investment DMCC ,E100001016342,legal entity,984500EF6B1CC3E61B72,5083795627,ARE,ARE,5.61,Emerging Market Investment DMCC  -> Adani Power Ltd [5.61%] -> Adani Godda power station [100.0%],,Adani Power Ltd,E100001000558,,,46885434,Adani Godda power station,power,electricity-generation
Flourishing Trade And Investment Ltd,E100001016341,legal entity,894500SZ5TN63ZJ0Y632,5073798405,MUS,MUS,11.46,Flourishing Trade And Investment Ltd -> Adani Power Ltd [11.46%] -> Adani Godda power station [100.0%],,Adani Power Ltd,E100001000558,,,46885434,Adani Godda power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,36.86,natural person(s)  -> Adani Power Ltd [36.86%] -> Adani Raigarh Thermal Power Plant [100.0%],,Adani Power Ltd,E100001000558,,,718368,Adani Raigarh Thermal Power Plant,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,36.29,small shareholder(s)  -> Adani Power Ltd [36.29%] -> Adani Raigarh Thermal Power Plant [100.0%],,Adani Power Ltd,E100001000558,,,718368,Adani Raigarh Thermal Power Plant,power,electricity-generation
Adani Tradeline Pvt Ltd,E100001016340,legal entity,335800AXC5AI8Z8HVD04,5086642887,IND,IND,9.78,Adani Tradeline Pvt Ltd -> Adani Power Ltd [9.78%] -> Adani Raigarh Thermal Power Plant [100.0%],,Adani Power Ltd,E100001000558,,,718368,Adani Raigarh Thermal Power Plant,power,electricity-generation
Emerging Market Investment DMCC ,E100001016342,legal entity,984500EF6B1CC3E61B72,5083795627,ARE,ARE,5.61,Emerging Market Investment DMCC  -> Adani Power Ltd [5.61%] -> Adani Raigarh Thermal Power Plant [100.0%],,Adani Power Ltd,E100001000558,,,718368,Adani Raigarh Thermal Power Plant,power,electricity-generation
Flourishing Trade And Investment Ltd,E100001016341,legal entity,894500SZ5TN63ZJ0Y632,5073798405,MUS,MUS,11.46,Flourishing Trade And Investment Ltd -> Adani Power Ltd [11.46%] -> Adani Raigarh Thermal Power Plant [100.0%],,Adani Power Ltd,E100001000558,,,718368,Adani Raigarh Thermal Power Plant,power,electricity-generation
Adani Power Ltd,E100001000558,legal entity,33580074T4XKFXBDG813,4297767900,IND,IND,100.0,Adani Power Ltd -> Adani Raigarh Thermal Power Plant [100.0%],,Adani Power Ltd,E100001000558,,,718368,Adani Raigarh Thermal Power Plant,power,electricity-generation
Birla Group Holdings Pvt Ltd,E100001010420,legal entity,335800ILCQTLE8K8I628,5000003697,IND,IND,10.16,Birla Group Holdings Pvt Ltd -> Hindalco Industries Ltd [10.16%] -> Aditya Aluminium power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,451549,Aditya Aluminium power station,power,electricity-generation
Essel Mining & Industries Ltd,E100000153045,legal entity,3358006SBGEK8EC3HC67,4296015221,IND,IND,15.58,Essel Mining & Industries Ltd -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Aditya Aluminium power station [100.0%],6988,Hindalco Industries Ltd,E100000120560,,,451549,Aditya Aluminium power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,9.31,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> Hindalco Industries Ltd [9.65%] -> Aditya Aluminium power station [100.0%],6988,Hindalco Industries Ltd,E100000120560,,,451549,Aditya Aluminium power station,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,9.65,Life Insurance Corporation of India Ltd -> Hindalco Industries Ltd [9.65%] -> Aditya Aluminium power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,451549,Aditya Aluminium power station,power,electricity-generation
IGH Holdings Pvt Ltd,E100001010419,legal entity,335800E52FQAZNBKW310,5000932187,IND,IND,15.58,IGH Holdings Pvt Ltd -> Hindalco Industries Ltd [15.58%] -> Aditya Aluminium power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,451549,Aditya Aluminium power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,59.45,small shareholder(s)  -> Hindalco Industries Ltd [59.45%] -> Aditya Aluminium power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,451549,Aditya Aluminium power station,power,electricity-generation
Aditya Birla Management Corporation Pvt Ltd,E100000120031,legal entity,335800GITXOP4O6TQM65,5000053377,IND,IND,,Aditya Birla Management Corporation Pvt Ltd -> Essel Mining & Industries Ltd [unknown %] -> IGH Holdings Pvt Ltd [100.0%] -> Hindalco Industries Ltd [15.58%] -> Aditya Aluminium power station [100.0%],"109104,6988",Hindalco Industries Ltd,E100000120560,,,451549,Aditya Aluminium power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,5.16,natural person(s)  -> Hindalco Industries Ltd [5.16%] -> Aditya Aluminium power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,451549,Aditya Aluminium power station,power,electricity-generation
Hindalco Industries Ltd,E100000120560,legal entity,335800KXLE5NO5B4GF90,4295873625,IND,IND,100.0,Hindalco Industries Ltd -> Aditya Aluminium power station [100.0%],,Hindalco Industries Ltd,E100000120560,,,451549,Aditya Aluminium power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,5.07,natural person(s)  -> Shree Cement Ltd [5.07%] -> Ajmer power station [100.0%],,Shree Cement Ltd,E100000121281,,,25455056,Ajmer power station,power,electricity-generation
Mannakrishna Investments Pvt Ltd,E100001011381,legal entity,not found,5035484442,IND,IND,5.66,Mannakrishna Investments Pvt Ltd -> Shree Cement Ltd [5.66%] -> Ajmer power station [100.0%],,Shree Cement Ltd,E100000121281,,,25455056,Ajmer power station,power,electricity-generation
Digvijay Finlease Ltd,E100001011380,legal entity,894500QOHIYW4MVW5P22,5082494668,IND,IND,11.74,Digvijay Finlease Ltd -> Shree Cement Ltd [11.74%] -> Ajmer power station [100.0%],,Shree Cement Ltd,E100000121281,,,25455056,Ajmer power station,power,electricity-generation
Shree Capital Services Ltd,E100001011379,legal entity,894500U9O4O0Q0QM4T27,5082482316,IND,IND,24.9,Shree Capital Services Ltd -> Shree Cement Ltd [24.9%] -> Ajmer power station [100.0%],,Shree Cement Ltd,E100000121281,,,25455056,Ajmer power station,power,electricity-generation
Shree Cement Ltd,E100000121281,legal entity,335800W6FNBDUZ89L830,4295874015,IND,IND,100.0,Shree Cement Ltd -> Ajmer power station [100.0%],,Shree Cement Ltd,E100000121281,,,25455056,Ajmer power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,52.63,small shareholder(s)  -> Shree Cement Ltd [52.63%] -> Ajmer power station [100.0%],,Shree Cement Ltd,E100000121281,,,25455056,Ajmer power station,power,electricity-generation
State of Gujarat ,E100000131638,state,,5000004492,,IND,74.0,State of Gujarat  -> Gujarat Mineral Development Co Ltd [74.0%] -> Akrimota Power Project [100.0%],,Gujarat Mineral Development Co Ltd,E100001000669,,,25450991,Akrimota Power Project,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,7.78,small shareholder(s)  -> Gujarat Mineral Development Co Ltd [7.78%] -> Akrimota Power Project [100.0%],,Gujarat Mineral Development Co Ltd,E100001000669,,,25450991,Akrimota Power Project,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,18.22,natural person(s)  -> Gujarat Mineral Development Co Ltd [18.22%] -> Akrimota Power Project [100.0%],,Gujarat Mineral Development Co Ltd,E100001000669,,,25450991,Akrimota Power Project,power,electricity-generation
Gujarat Mineral Development Co Ltd,E100001000669,legal entity,335800B8OP5L7DH9VD35,4295872462,IND,IND,100.0,Gujarat Mineral Development Co Ltd -> Akrimota Power Project [100.0%],,Gujarat Mineral Development Co Ltd,E100001000669,,,25450991,Akrimota Power Project,power,electricity-generation
Mandava Holdings Pvt Ltd,E100002002695,legal entity,,5035582844,IND,IND,,Mandava Holdings Pvt Ltd -> NSL Sugars Ltd [unknown %] -> Aland Sugar power station [100.0%],,NSL Sugars Ltd,E100000132814,,,4407215,Aland Sugar power station,power,electricity-generation
RR Infralands Pvt Ltd,E100001011253,legal entity,not found,5043466220,IND,IND,24.25,RR Infralands Pvt Ltd -> RattanIndia Power Ltd [24.25%] -> Amravati Thermal Power Project [100.0%],,RattanIndia Power Ltd,E100000121168,,,25454160,Amravati Thermal Power Project,power,electricity-generation
RattanIndia Power Ltd,E100000121168,legal entity,3358008RV9J223FDR402,4297817500,IND,IND,100.0,RattanIndia Power Ltd -> Amravati Thermal Power Project [100.0%],,RattanIndia Power Ltd,E100000121168,,,25454160,Amravati Thermal Power Project,power,electricity-generation
RattanIndia Enterprises Ltd,E100001011252,legal entity,335800B88VGD31YK4N29,5037650443,IND,IND,19.81,RattanIndia Enterprises Ltd -> RattanIndia Power Ltd [19.81%] -> Amravati Thermal Power Project [100.0%],,RattanIndia Power Ltd,E100000121168,,,25454160,Amravati Thermal Power Project,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,51.28,Government of India  -> National Aluminium Co Ltd [51.28%] -> Angul Smelter power station [100.0%],,National Aluminium Co Ltd,E100000000522,,,25451445,Angul Smelter power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,17.54,natural person(s)  -> National Aluminium Co Ltd [17.54%] -> Angul Smelter power station [100.0%],,National Aluminium Co Ltd,E100000000522,,,25451445,Angul Smelter power station,power,electricity-generation
National Aluminium Co Ltd,E100000000522,legal entity,335800OM1V78CX7SSC72,4295872611,IND,IND,100.0,National Aluminium Co Ltd -> Angul Smelter power station [100.0%],,National Aluminium Co Ltd,E100000000522,,,25451445,Angul Smelter power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,31.18,small shareholder(s)  -> National Aluminium Co Ltd [31.18%] -> Angul Smelter power station [100.0%],,National Aluminium Co Ltd,E100000000522,,,25451445,Angul Smelter power station,power,electricity-generation
Siddeshwari Tradex Pvt Ltd,E100001010037,legal entity,335800FGO8OPSHX7FC78,5055414139,IND,IND,7.69,Siddeshwari Tradex Pvt Ltd -> Jindal Steel & Power Ltd [7.69%] -> Angul Steel power station [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,25454469,Angul Steel power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Virtuous Tradecorp Pvt Ltd [unknown %] -> Jindal Steel & Power Ltd [6.31%] -> Angul Steel power station [100.0%],185058,Jindal Steel & Power Ltd,E100001000439,,,25454469,Angul Steel power station,power,electricity-generation
Opelina Sustainable Services Pvt Ltd,E100001010328,legal entity,335800H6I9ARSZKEWE61,5082461015,IND,IND,14.42,Opelina Sustainable Services Pvt Ltd -> Jindal Steel & Power Ltd [14.42%] -> Angul Steel power station [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,25454469,Angul Steel power station,power,electricity-generation
Virtuous Tradecorp Pvt Ltd,E100001001119,legal entity,9845001AD2BDJ6090537,5043428784,IND,IND,6.31,Virtuous Tradecorp Pvt Ltd -> Jindal Steel & Power Ltd [6.31%] -> Angul Steel power station [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,25454469,Angul Steel power station,power,electricity-generation
OPJ Trading Pvt Ltd,E100001010036,legal entity,33580085MID9TDUZQY75,5043420644,IND,IND,18.47,OPJ Trading Pvt Ltd -> Jindal Steel & Power Ltd [18.47%] -> Angul Steel power station [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,25454469,Angul Steel power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,53.11,small shareholder(s)  -> Jindal Steel & Power Ltd [53.11%] -> Angul Steel power station [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,25454469,Angul Steel power station,power,electricity-generation
Jindal Steel & Power Ltd,E100001000439,legal entity,335800UIKQBF6QO2NP15,4295874065,IND,IND,100.0,Jindal Steel & Power Ltd -> Angul Steel power station [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,25454469,Angul Steel power station,power,electricity-generation
Jindal Poly Investment & Finance Co Ltd,E100001016664,legal entity,not found,5040100396,IND,IND,,Jindal Poly Investment & Finance Co Ltd -> Jindal India Powertech Ltd [unknown %] -> Jindal India Thermal Power Ltd [unknown %] -> Angul power station [100.0%],110028,Jindal India Thermal Power Ltd,E100000120683,,,25454372,Angul power station,power,electricity-generation
U.P. Rajya Vidyut Utpadan Nigam Ltd,E100002009039,legal entity,335800RO7QEN7QZNNO10,5063331657,IND,IND,68.67,U.P. Rajya Vidyut Utpadan Nigam Ltd -> Anpara power station [68.67%],,U.P. Rajya Vidyut Utpadan Nigam Ltd,E100002009039,,,25452419,Anpara power station,power,electricity-generation
State of Uttar Pradesh ,E100001000486,state,,5000001319,,IND,68.67,State of Uttar Pradesh  -> U.P. Rajya Vidyut Utpadan Nigam Ltd [100.0%] -> Anpara power station [68.67%],,U.P. Rajya Vidyut Utpadan Nigam Ltd,E100002009039,,,25452419,Anpara power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> LANCO Infratech Ltd [unknown %] -> Anpara power station [31.33%],,LANCO Infratech Ltd,E100000001922,,,25452419,Anpara power station,power,electricity-generation
LANCO Infratech Ltd,E100000001922,legal entity,not found,4295873504,IND,IND,31.33,LANCO Infratech Ltd -> Anpara power station [31.33%],,LANCO Infratech Ltd,E100000001922,,,25452419,Anpara power station,power,electricity-generation
Blackrock Advisors LLC,E100001015833,legal entity,5493001LN9MRM6A35J74,4296341404,,,,Blackrock Advisors LLC -> BlackRock Inc [5.07%] -> Blackstone Inc [6.5%] -> Hindustan Powerprojects Pvt Ltd [unknown %] -> MB Power (Madhya Pradesh) Ltd [unknown %] -> Anuppur Thermal Power Project [100.0%],"159464,101574,11806,11807",MB Power (Madhya Pradesh) Ltd,E100002006301,,,25454656,Anuppur Thermal Power Project,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> BlackRock Inc [86.27%] -> Blackstone Inc [6.5%] -> Hindustan Powerprojects Pvt Ltd [unknown %] -> MB Power (Madhya Pradesh) Ltd [unknown %] -> Anuppur Thermal Power Project [100.0%],"159464,101574,11806,11807",MB Power (Madhya Pradesh) Ltd,E100002006301,,,25454656,Anuppur Thermal Power Project,power,electricity-generation
The Vanguard Group Inc,E100001010595,legal entity,5493002789CX3L0CJP65,4297651992,USA,USA,,The Vanguard Group Inc -> Blackstone Inc [8.86%] -> Hindustan Powerprojects Pvt Ltd [unknown %] -> MB Power (Madhya Pradesh) Ltd [unknown %] -> Anuppur Thermal Power Project [100.0%],"159464,11806,11807",MB Power (Madhya Pradesh) Ltd,E100002006301,,,25454656,Anuppur Thermal Power Project,power,electricity-generation
Blackstone Inc,E100000001158,legal entity,5299004LW4QWGZUB8Y96,4295902706,USA,USA,,Blackstone Inc -> Hindustan Powerprojects Pvt Ltd [unknown %] -> MB Power (Madhya Pradesh) Ltd [unknown %] -> Anuppur Thermal Power Project [100.0%],159464,MB Power (Madhya Pradesh) Ltd,E100002006301,,,25454656,Anuppur Thermal Power Project,power,electricity-generation
BlackRock Inc,E100001000348,legal entity,549300LRIF3NWCU26A80,4295900990,USA,USA,,BlackRock Inc -> Blackstone Inc [6.5%] -> Hindustan Powerprojects Pvt Ltd [unknown %] -> MB Power (Madhya Pradesh) Ltd [unknown %] -> Anuppur Thermal Power Project [100.0%],"159464,11806,11807",MB Power (Madhya Pradesh) Ltd,E100002006301,,,25454656,Anuppur Thermal Power Project,power,electricity-generation
KSK Energy Ventures Ltd,E100000001919,legal entity,not found,4298052312,IND,IND,100.0,KSK Energy Ventures Ltd -> Arasmeta Cement Plant power station [100.0%],,KSK Energy Ventures Ltd,E100000001919,,,25453630,Arasmeta Cement Plant power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,2.44,Government of India  -> State Bank of India  [56.92%] -> SBI Funds Management Ltd [62.21%] -> CESC Ltd [6.88%] -> Asansol Crescent power station [100.0%],"114364,114365,171031",CESC Ltd,E100001000736,,,25454744,Asansol Crescent power station,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,0.38,Life Insurance Corporation of India Ltd -> State Bank of India  [8.83%] -> SBI Funds Management Ltd [62.21%] -> CESC Ltd [6.88%] -> Asansol Crescent power station [100.0%],"114364,114365,171031",CESC Ltd,E100001000736,,,25454744,Asansol Crescent power station,power,electricity-generation
CESC Ltd,E100001000736,legal entity,3358009RW8LFOENISG12,4295873239,IND,IND,100.0,CESC Ltd -> Asansol Crescent power station [100.0%],,CESC Ltd,E100001000736,,,25454744,Asansol Crescent power station,power,electricity-generation
State Bank of India ,E100001010783,legal entity,5493001JZ37UBBZF6L49,4295873809,IND,IND,4.28,State Bank of India  -> SBI Funds Management Ltd [62.21%] -> CESC Ltd [6.88%] -> Asansol Crescent power station [100.0%],171031,CESC Ltd,E100001000736,,,25454744,Asansol Crescent power station,power,electricity-generation
SBI Funds Management Ltd,E100001010637,legal entity,335800ES69GBGRRH7193,5000002835,IND,IND,6.88,SBI Funds Management Ltd -> CESC Ltd [6.88%] -> Asansol Crescent power station [100.0%],,CESC Ltd,E100001000736,,,25454744,Asansol Crescent power station,power,electricity-generation
AMUNDI Asset Management SAS,E100001016749,legal entity,not found,5000068443,FRA,FRA,2.51,AMUNDI Asset Management SAS -> SBI Funds Management Ltd [36.54%] -> CESC Ltd [6.88%] -> Asansol Crescent power station [100.0%],171031,CESC Ltd,E100001000736,,,25454744,Asansol Crescent power station,power,electricity-generation
Rainbow Investments Ltd,E100001010635,legal entity,not found,5043331314,IND,IND,44.36,Rainbow Investments Ltd -> CESC Ltd [44.36%] -> Asansol Crescent power station [100.0%],,CESC Ltd,E100001000736,,,25454744,Asansol Crescent power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,48.76,small shareholder(s)  -> CESC Ltd [48.76%] -> Asansol Crescent power station [100.0%],,CESC Ltd,E100001000736,,,25454744,Asansol Crescent power station,power,electricity-generation
