parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,source_id,source_name,source_sector,source_subsector
Mesco Steel Ltd,E100001000682,legal entity,not found,5000931939,IND,IND,100.0,Mesco Steel Ltd -> Kalinganagar Maithan power station [100.0%],,Mesco Steel Ltd,E100001000682,,,25455124,Kalinganagar Maithan power station,power,electricity-generation
Rajasthan Rajya Vidyut Utpadan Nigam Ltd,E100000000526,legal entity,335800KQUKNCAP53DT26,5000602382,IND,IND,100.0,Rajasthan Rajya Vidyut Utpadan Nigam Ltd -> Kalisindh Thermal Power Station [100.0%],,Rajasthan Rajya Vidyut Utpadan Nigam Ltd,E100000000526,,,25454021,Kalisindh Thermal Power Station,power,electricity-generation
State of Rajasthan ,E100001000557,state,not found,5000009283,,IND,100.0,State of Rajasthan  -> Rajasthan Rajya Vidyut Utpadan Nigam Ltd [100.0%] -> Kalisindh Thermal Power Station [100.0%],,Rajasthan Rajya Vidyut Utpadan Nigam Ltd,E100000000526,,,25454021,Kalisindh Thermal Power Station,power,electricity-generation
Claymore Investments (Mauritius) Pte Ltd,E100001010675,legal entity,549300QTJELWPU1TVU76,5050275062,MUS,MUS,11.66,Claymore Investments (Mauritius) Pte Ltd -> GMR Energy Ltd [11.66%] -> Kamalanga power station [100.0%],,GMR Energy Ltd,E100000003060,,,25453817,Kamalanga power station,power,electricity-generation
GMR Business and Consultancy LLP,E100002000014,legal entity,335800H1B6FYREY4YK89,5055410005,IND,IND,8.82,GMR Business and Consultancy LLP -> GMR Power and Urban Infra Ltd [12.68%] -> GMR Energy Ltd [69.58%] -> Kamalanga power station [100.0%],114818,GMR Energy Ltd,E100000003060,,,25453817,Kamalanga power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,29.16,small shareholder(s)  -> GMR Power and Urban Infra Ltd [41.91%] -> GMR Energy Ltd [69.58%] -> Kamalanga power station [100.0%],114818,GMR Energy Ltd,E100000003060,,,25453817,Kamalanga power station,power,electricity-generation
GMR Enterprises Pvt Ltd,E100002000013,legal entity,335800T3TVQHJQC1Q444,5040696110,IND,IND,31.6,GMR Enterprises Pvt Ltd -> GMR Power and Urban Infra Ltd [45.41%] -> GMR Energy Ltd [69.58%] -> Kamalanga power station [100.0%],114818,GMR Energy Ltd,E100000003060,,,25453817,Kamalanga power station,power,electricity-generation
GMR Power and Urban Infra Ltd,E100002000010,legal entity,335800T1CSFF6PNMGZ84,5080039315,IND,IND,69.58,GMR Power and Urban Infra Ltd -> GMR Energy Ltd [69.58%] -> Kamalanga power station [100.0%],,GMR Energy Ltd,E100000003060,,,25453817,Kamalanga power station,power,electricity-generation
GMR Airports Infrastructure Ltd,E100001010674,legal entity,3358008S2MTRWZ255P70,4295873216,IND,IND,12.21,GMR Airports Infrastructure Ltd -> GMR Energy Ltd [12.21%] -> Kamalanga power station [100.0%],,GMR Energy Ltd,E100000003060,,,25453817,Kamalanga power station,power,electricity-generation
ACB (India) Ltd,E100000120005,legal entity,335800GXZU8LSZHWN659,4297602088,IND,IND,100.0,ACB (India) Ltd -> Kasaipalli power station [100.0%],,ACB (India) Ltd,E100000120005,,,25454473,Kasaipalli power station,power,electricity-generation
Vandana Vidhyut Ltd,E100000121508,legal entity,not found,5000933995,IND,IND,100.0,Vandana Vidhyut Ltd -> Katghora power station [100.0%],,Vandana Vidhyut Ltd,E100000121508,,,452210,Katghora power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,36.86,natural person(s)  -> Adani Power Ltd [36.86%] -> Kawai Thermal Power Project [100.0%],,Adani Power Ltd,E100001000558,,,25454267,Kawai Thermal Power Project,power,electricity-generation
Adani Tradeline Pvt Ltd,E100001016340,legal entity,335800AXC5AI8Z8HVD04,5086642887,IND,IND,9.78,Adani Tradeline Pvt Ltd -> Adani Power Ltd [9.78%] -> Kawai Thermal Power Project [100.0%],,Adani Power Ltd,E100001000558,,,25454267,Kawai Thermal Power Project,power,electricity-generation
Adani Power Ltd,E100001000558,legal entity,33580074T4XKFXBDG813,4297767900,IND,IND,100.0,Adani Power Ltd -> Kawai Thermal Power Project [100.0%],,Adani Power Ltd,E100001000558,,,25454267,Kawai Thermal Power Project,power,electricity-generation
Emerging Market Investment DMCC ,E100001016342,legal entity,984500EF6B1CC3E61B72,5083795627,ARE,ARE,5.61,Emerging Market Investment DMCC  -> Adani Power Ltd [5.61%] -> Kawai Thermal Power Project [100.0%],,Adani Power Ltd,E100001000558,,,25454267,Kawai Thermal Power Project,power,electricity-generation
Flourishing Trade And Investment Ltd,E100001016341,legal entity,894500SZ5TN63ZJ0Y632,5073798405,MUS,MUS,11.46,Flourishing Trade And Investment Ltd -> Adani Power Ltd [11.46%] -> Kawai Thermal Power Project [100.0%],,Adani Power Ltd,E100001000558,,,25454267,Kawai Thermal Power Project,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,36.29,small shareholder(s)  -> Adani Power Ltd [36.29%] -> Kawai Thermal Power Project [100.0%],,Adani Power Ltd,E100001000558,,,25454267,Kawai Thermal Power Project,power,electricity-generation
Bajaj Group ,E100000120124,legal entity,not found,5035473259,IND,IND,100.0,Bajaj Group  -> Lalitpur Power Generation Co Ltd [100.0%] -> Khamberkhera IPP power station [100.0%],,Lalitpur Power Generation Co Ltd,E100000120761,,,25455018,Khamberkhera IPP power station,power,electricity-generation
Nava Ltd,E100001011008,legal entity,3358001S6IZR91SKJT54,4295873672,IND,IND,100.0,Nava Ltd -> Kharagprasad power station [100.0%],,Nava Ltd,E100001011008,,,25453915,Kharagprasad power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,6.77,natural person(s)  -> Nava Ltd [6.77%] -> Kharagprasad power station [100.0%],,Nava Ltd,E100001011008,,,25453915,Kharagprasad power station,power,electricity-generation
A N Investment Pvt Ltd,E100001011010,legal entity,not found,5043373341,IND,IND,6.53,A N Investment Pvt Ltd -> Nava Ltd [6.53%] -> Kharagprasad power station [100.0%],,Nava Ltd,E100001011008,,,25453915,Kharagprasad power station,power,electricity-generation
S R T Investments Pvt Ltd,E100001011011,legal entity,not found,5043443797,IND,IND,5.36,S R T Investments Pvt Ltd -> Nava Ltd [5.36%] -> Kharagprasad power station [100.0%],,Nava Ltd,E100001011008,,,25453915,Kharagprasad power station,power,electricity-generation
NAV Developers Ltd,E100001011009,legal entity,not found,5043421532,IND,IND,11.09,NAV Developers Ltd -> Nava Ltd [11.09%] -> Kharagprasad power station [100.0%],,Nava Ltd,E100001011008,,,25453915,Kharagprasad power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,51.1,Government of India  -> NTPC Ltd [51.1%] -> Khargone power station [100.0%],,NTPC Ltd,E100000001926,,,25454554,Khargone power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,48.9,small shareholder(s)  -> NTPC Ltd [48.9%] -> Khargone power station [100.0%],,NTPC Ltd,E100000001926,,,25454554,Khargone power station,power,electricity-generation
NTPC Ltd,E100000001926,legal entity,335800Q4TRGJXNLVMB81,4295874173,IND,IND,100.0,NTPC Ltd -> Khargone power station [100.0%],,NTPC Ltd,E100000001926,,,25454554,Khargone power station,power,electricity-generation
AM/NS Khopoli Ltd,E100000121498,legal entity,not found,not found,IND,IND,100.0,AM/NS Khopoli Ltd -> Khopoli Works power station [100.0%],,AM/NS Khopoli Ltd,E100000121498,,,25454414,Khopoli Works power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,38.07,Government of India  -> NTPC Ltd [51.1%] -> THDC India Ltd [74.5%] -> Khurja power station [100.0%],"108408,6070,6086",THDC India Ltd,E100000121384,,,44372618,Khurja power station,power,electricity-generation
State of Uttar Pradesh ,E100001000486,state,,5000001319,,IND,25.5,State of Uttar Pradesh  -> THDC India Ltd [25.5%] -> Khurja power station [100.0%],,THDC India Ltd,E100000121384,,,44372618,Khurja power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,36.43,small shareholder(s)  -> NTPC Ltd [48.9%] -> THDC India Ltd [74.5%] -> Khurja power station [100.0%],"108408,6070,6086",THDC India Ltd,E100000121384,,,44372618,Khurja power station,power,electricity-generation
NTPC Ltd,E100000001926,legal entity,335800Q4TRGJXNLVMB81,4295874173,IND,IND,74.5,NTPC Ltd -> THDC India Ltd [74.5%] -> Khurja power station [100.0%],,THDC India Ltd,E100000121384,,,44372618,Khurja power station,power,electricity-generation
Damodar Valley Corp,E100000120315,legal entity,335800G8WLTTM3STJE42,5000007420,IND,IND,100.0,Damodar Valley Corp -> Koderma Thermal Power Station [100.0%],,Damodar Valley Corp,E100000120315,,,25453275,Koderma Thermal Power Station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,100.0,Government of India  -> Damodar Valley Corp [100.0%] -> Koderma Thermal Power Station [100.0%],,Damodar Valley Corp,E100000120315,,,25453275,Koderma Thermal Power Station,power,electricity-generation
The West Bengal Power Development Corporation Ltd,E100001000512,legal entity,335800EA77DSCIGU4Z68,4296105600,IND,IND,100.0,The West Bengal Power Development Corporation Ltd -> Kolaghat Thermal Power Station [100.0%],,The West Bengal Power Development Corporation Ltd,E100001000512,,,25452488,Kolaghat Thermal Power Station,power,electricity-generation
State of West Bengal ,E100001000513,state,,4298501920,,IND,100.0,State of West Bengal  -> The West Bengal Power Development Corporation Ltd [100.0%] -> Kolaghat Thermal Power Station [100.0%],,The West Bengal Power Development Corporation Ltd,E100001000512,,,25452488,Kolaghat Thermal Power Station,power,electricity-generation
MSEB Holding Co Ltd,E100001011211,legal entity,not found,5000022134,IND,IND,100.0,MSEB Holding Co Ltd -> Maharashtra State Power Generation Co Ltd [100.0%] -> Koradi Thermal Power Station [100.0%],,Maharashtra State Power Generation Co Ltd,E100000001923,,,25451344,Koradi Thermal Power Station,power,electricity-generation
State of Maharashtra ,E100002003036,state,,5000067110,,IND,100.0,State of Maharashtra  -> MSEB Holding Co Ltd [100.0%] -> Maharashtra State Power Generation Co Ltd [100.0%] -> Koradi Thermal Power Station [100.0%],"11730,108517,108518",Maharashtra State Power Generation Co Ltd,E100000001923,,,25451344,Koradi Thermal Power Station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,51.1,Government of India  -> NTPC Ltd [51.1%] -> Korba Super Thermal Power Station (NTPC) [100.0%],,NTPC Ltd,E100000001926,,,25451481,Korba Super Thermal Power Station (NTPC),power,electricity-generation
NTPC Ltd,E100000001926,legal entity,335800Q4TRGJXNLVMB81,4295874173,IND,IND,100.0,NTPC Ltd -> Korba Super Thermal Power Station (NTPC) [100.0%],,NTPC Ltd,E100000001926,,,25451481,Korba Super Thermal Power Station (NTPC),power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,48.9,small shareholder(s)  -> NTPC Ltd [48.9%] -> Korba Super Thermal Power Station (NTPC) [100.0%],,NTPC Ltd,E100000001926,,,25451481,Korba Super Thermal Power Station (NTPC),power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,6.52,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> DCM Shriram Ltd [6.76%] -> Kota Complex power station [100.0%],11195,DCM Shriram Ltd,E100000120295,,,451166,Kota Complex power station,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,6.76,Life Insurance Corporation of India Ltd -> DCM Shriram Ltd [6.76%] -> Kota Complex power station [100.0%],,DCM Shriram Ltd,E100000120295,,,451166,Kota Complex power station,power,electricity-generation
Sumant Investments Pvt Ltd,E100001011022,legal entity,not found,5035491393,IND,IND,63.03,Sumant Investments Pvt Ltd -> DCM Shriram Ltd [63.03%] -> Kota Complex power station [100.0%],,DCM Shriram Ltd,E100000120295,,,451166,Kota Complex power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,30.21,small shareholder(s)  -> DCM Shriram Ltd [30.21%] -> Kota Complex power station [100.0%],,DCM Shriram Ltd,E100000120295,,,451166,Kota Complex power station,power,electricity-generation
DCM Shriram Ltd,E100000120295,legal entity,335800SU1CJ59TE5RJ45,4295872842,IND,IND,100.0,DCM Shriram Ltd -> Kota Complex power station [100.0%],,DCM Shriram Ltd,E100000120295,,,451166,Kota Complex power station,power,electricity-generation
Rajasthan Rajya Vidyut Utpadan Nigam Ltd,E100000000526,legal entity,335800KQUKNCAP53DT26,5000602382,IND,IND,100.0,Rajasthan Rajya Vidyut Utpadan Nigam Ltd -> Kota power station [100.0%],,Rajasthan Rajya Vidyut Utpadan Nigam Ltd,E100000000526,,,25451762,Kota power station,power,electricity-generation
State of Rajasthan ,E100001000557,state,not found,5000009283,,IND,100.0,State of Rajasthan  -> Rajasthan Rajya Vidyut Utpadan Nigam Ltd [100.0%] -> Kota power station [100.0%],,Rajasthan Rajya Vidyut Utpadan Nigam Ltd,E100000000526,,,25451762,Kota power station,power,electricity-generation
State of Telangana ,E100001000579,state,,5043448055,,IND,,State of Telangana  -> Telangana State Power Generation Corporation Ltd [unknown %] -> Kothagudem Thermal Power Station [100.0%],,Telangana State Power Generation Corporation Ltd,E100001000574,,,25450209,Kothagudem Thermal Power Station,power,electricity-generation
Telangana State Power Generation Corporation Ltd,E100001000574,legal entity,335800N9IBJ2FXMZIV64,5067491283,IND,IND,100.0,Telangana State Power Generation Corporation Ltd -> Kothagudem Thermal Power Station [100.0%],,Telangana State Power Generation Corporation Ltd,E100001000574,,,25450209,Kothagudem Thermal Power Station,power,electricity-generation
State of Kerala ,E100002000186,state,,5000051645,,IND,100.0,State of Kerala  -> Kerala State Electricity Board Ltd [100.0%] -> Kozhikode Diesel power station [100.0%],,Kerala State Electricity Board Ltd,E100000001921,,,44369864,Kozhikode Diesel power station,power,electricity-generation
Kerala State Electricity Board Ltd,E100000001921,legal entity,335800RSA92LDLXM8H56,4298499490,IND,IND,100.0,Kerala State Electricity Board Ltd -> Kozhikode Diesel power station [100.0%],,Kerala State Electricity Board Ltd,E100000001921,,,44369864,Kozhikode Diesel power station,power,electricity-generation
Bajaj Group ,E100000120124,legal entity,not found,5035473259,IND,IND,100.0,Bajaj Group  -> Lalitpur Power Generation Co Ltd [100.0%] -> Kundarki Ipp power station [100.0%],,Lalitpur Power Generation Co Ltd,E100000120761,,,25454442,Kundarki Ipp power station,power,electricity-generation
Gujarat Urja Vikas Nigam Ltd,E100000000517,legal entity,33580041DM91UH5WHE21,4298175866,IND,IND,100.0,Gujarat Urja Vikas Nigam Ltd -> Gujarat State Electricity Corporation Ltd [100.0%] -> Kutch GSECL power station [100.0%],,Gujarat State Electricity Corporation Ltd,E100000001914,,,25450984,Kutch GSECL power station,power,electricity-generation
State of Gujarat ,E100000131638,state,,5000004492,,IND,100.0,State of Gujarat  -> Gujarat Urja Vikas Nigam Ltd [100.0%] -> Gujarat State Electricity Corporation Ltd [100.0%] -> Kutch GSECL power station [100.0%],"108552,108551,3886,108550",Gujarat State Electricity Corporation Ltd,E100000001914,,,25450984,Kutch GSECL power station,power,electricity-generation
Welspun India Ltd,E100001010062,legal entity,335800A8GZ4VWQVNYI40,4295872810,IND,IND,77.0,Welspun India Ltd -> Welspun Captive Power Generation Ltd [77.0%] -> Kutch Welspun power station [100.0%],,Welspun Captive Power Generation Ltd,E100000121539,,,25455071,Kutch Welspun power station,power,electricity-generation
unknown ,E100000132388,unknown entity,not applicable,not applicable,,,23.0,unknown  -> Welspun Captive Power Generation Ltd [23.0%] -> Kutch Welspun power station [100.0%],,Welspun Captive Power Generation Ltd,E100000121539,,,25455071,Kutch Welspun power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> ITC Ltd [15.19%] -> Century Pulp And Paper Ltd [unknown %] -> LALKUA MILL [100.0%],"195508,184852",Century Pulp And Paper Ltd,E100000120224,,,450168,LALKUA MILL,power,electricity-generation
British American Tobacco PLC,E100001001062,legal entity,213800FKA5MF17RJKT63,4295894777,GBR,GBR,,British American Tobacco PLC -> Tobacco Manufacturers (India) Ltd [100.0%] -> ITC Ltd [20.36%] -> Century Pulp And Paper Ltd [unknown %] -> LALKUA MILL [100.0%],"195508,184852",Century Pulp And Paper Ltd,E100000120224,,,450168,LALKUA MILL,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,,Life Insurance Corporation of India Ltd -> ITC Ltd [15.19%] -> Century Pulp And Paper Ltd [unknown %] -> LALKUA MILL [100.0%],195508,Century Pulp And Paper Ltd,E100000120224,,,450168,LALKUA MILL,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> ITC Ltd [56.64%] -> Century Pulp And Paper Ltd [unknown %] -> LALKUA MILL [100.0%],195508,Century Pulp And Paper Ltd,E100000120224,,,450168,LALKUA MILL,power,electricity-generation
Specified Undertaking of the Unit Trust of India ,E100002017217,legal entity,not found,5051611561,IND,IND,,Specified Undertaking of the Unit Trust of India  -> ITC Ltd [7.81%] -> Century Pulp And Paper Ltd [unknown %] -> LALKUA MILL [100.0%],195508,Century Pulp And Paper Ltd,E100000120224,,,450168,LALKUA MILL,power,electricity-generation
Lokmangal Sugar Ethanol Co-Generation Industries Ltd,E100000132788,legal entity,335800UVCKBH4F1Y7K18,5038916350,IND,IND,100.0,Lokmangal Sugar Ethanol Co-Generation Industries Ltd -> LOKMANGAL SUGAR ETHANOL [100.0%],,Lokmangal Sugar Ethanol Co-Generation Industries Ltd,E100000132788,,,452613,LOKMANGAL SUGAR ETHANOL,power,electricity-generation
Assam Power Generation Corp Ltd,E100000001911,legal entity,8755005KOBXKFL3E2L67,5034828852,IND,IND,100.0,Assam Power Generation Corp Ltd -> Lakwa Replacement power station [100.0%],,Assam Power Generation Corp Ltd,E100000001911,,,452536,Lakwa Replacement power station,power,electricity-generation
State of Assam ,E100001010066,state,,5000072960,,IND,100.0,State of Assam  -> Assam Power Generation Corp Ltd [100.0%] -> Lakwa Replacement power station [100.0%],,Assam Power Generation Corp Ltd,E100000001911,,,452536,Lakwa Replacement power station,power,electricity-generation
Bajaj Group ,E100000120124,legal entity,not found,5035473259,IND,IND,100.0,Bajaj Group  -> Lalitpur Power Generation Co Ltd [100.0%] -> Lalitpur power project [100.0%],,Lalitpur Power Generation Co Ltd,E100000120761,,,25454391,Lalitpur power project,power,electricity-generation
Adani Tradeline Pvt Ltd,E100001016340,legal entity,335800AXC5AI8Z8HVD04,5086642887,IND,IND,9.78,Adani Tradeline Pvt Ltd -> Adani Power Ltd [9.78%] -> Korba Power Ltd [100.0%] -> Lanco Amarkantak Thermal Power Project [100.0%],"180589,133799",Korba Power Ltd,E100001011586,,,25453405,Lanco Amarkantak Thermal Power Project,power,electricity-generation
Emerging Market Investment DMCC ,E100001016342,legal entity,984500EF6B1CC3E61B72,5083795627,ARE,ARE,5.61,Emerging Market Investment DMCC  -> Adani Power Ltd [5.61%] -> Korba Power Ltd [100.0%] -> Lanco Amarkantak Thermal Power Project [100.0%],"180589,133799",Korba Power Ltd,E100001011586,,,25453405,Lanco Amarkantak Thermal Power Project,power,electricity-generation
Flourishing Trade And Investment Ltd,E100001016341,legal entity,894500SZ5TN63ZJ0Y632,5073798405,MUS,MUS,11.46,Flourishing Trade And Investment Ltd -> Adani Power Ltd [11.46%] -> Korba Power Ltd [100.0%] -> Lanco Amarkantak Thermal Power Project [100.0%],"180589,133799",Korba Power Ltd,E100001011586,,,25453405,Lanco Amarkantak Thermal Power Project,power,electricity-generation
Adani Power Ltd,E100001000558,legal entity,33580074T4XKFXBDG813,4297767900,IND,IND,100.0,Adani Power Ltd -> Korba Power Ltd [100.0%] -> Lanco Amarkantak Thermal Power Project [100.0%],,Korba Power Ltd,E100001011586,,,25453405,Lanco Amarkantak Thermal Power Project,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,36.86,natural person(s)  -> Adani Power Ltd [36.86%] -> Korba Power Ltd [100.0%] -> Lanco Amarkantak Thermal Power Project [100.0%],"180589,133799",Korba Power Ltd,E100001011586,,,25453405,Lanco Amarkantak Thermal Power Project,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,36.29,small shareholder(s)  -> Adani Power Ltd [36.29%] -> Korba Power Ltd [100.0%] -> Lanco Amarkantak Thermal Power Project [100.0%],"180589,133799",Korba Power Ltd,E100001011586,,,25453405,Lanco Amarkantak Thermal Power Project,power,electricity-generation
Vedanta Inc,E100001010756,legal entity,213800V1LKF52CA44390,5000038595,BHS,BHS,65.73,Vedanta Inc -> Vedanta Resources Ltd [65.73%] -> Lanjigarh Refinery power station [100.0%],,Vedanta Resources Ltd,E100000121514,,,25454052,Lanjigarh Refinery power station,power,electricity-generation
Volcan Investments Cyprus Ltd,E100001010757,legal entity,2138008Z3UXXDDVQ3S20,5064673713,CYP,CYP,34.27,Volcan Investments Cyprus Ltd -> Vedanta Resources Ltd [34.27%] -> Lanjigarh Refinery power station [100.0%],,Vedanta Resources Ltd,E100000121514,,,25454052,Lanjigarh Refinery power station,power,electricity-generation
Vedanta Resources PLC,E100002011099,,,,,,100.0,Vedanta Resources PLC -> Lanjigarh Refinery power station [100.0%],,Vedanta Resources PLC,E100002011099,,,25454052,Lanjigarh Refinery power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,65.73,natural person(s)  -> Vedanta Inc [100.0%] -> Vedanta Resources Ltd [65.73%] -> Lanjigarh Refinery power station [100.0%],107913,Vedanta Resources Ltd,E100000121514,,,25454052,Lanjigarh Refinery power station,power,electricity-generation
Vedanta Resources Ltd,E100000121514,legal entity,2138007MYEKPEAZQTW83,4295893857,GBR,GBR,100.0,Vedanta Resources Ltd -> Lanjigarh Refinery power station [100.0%],,Vedanta Resources Ltd,E100000121514,,,25454052,Lanjigarh Refinery power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,48.9,small shareholder(s)  -> NTPC Ltd [48.9%] -> Lara Integrated Thermal Power Project [100.0%],,NTPC Ltd,E100000001926,,,25454369,Lara Integrated Thermal Power Project,power,electricity-generation
NTPC Ltd,E100000001926,legal entity,335800Q4TRGJXNLVMB81,4295874173,IND,IND,100.0,NTPC Ltd -> Lara Integrated Thermal Power Project [100.0%],,NTPC Ltd,E100000001926,,,25454369,Lara Integrated Thermal Power Project,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,51.1,Government of India  -> NTPC Ltd [51.1%] -> Lara Integrated Thermal Power Project [100.0%],,NTPC Ltd,E100000001926,,,25454369,Lara Integrated Thermal Power Project,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,58.89,Government of India  -> Oil and Natural Gas Corporation Ltd [58.89%] -> Mangalore Refinery and Petrochemicals Ltd [100.0%] -> MANGALORE REFINERY [100.0%],2147,Mangalore Refinery and Petrochemicals Ltd,E100000003529,,,448553,MANGALORE REFINERY,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,9.69,Life Insurance Corporation of India Ltd -> Oil and Natural Gas Corporation Ltd [9.69%] -> Mangalore Refinery and Petrochemicals Ltd [100.0%] -> MANGALORE REFINERY [100.0%],2147,Mangalore Refinery and Petrochemicals Ltd,E100000003529,,,448553,MANGALORE REFINERY,power,electricity-generation
Oil and Natural Gas Corporation Ltd,E100000000524,legal entity,335800FPDZ9MRSNO7N41,4295872684,IND,IND,100.0,Oil and Natural Gas Corporation Ltd -> Mangalore Refinery and Petrochemicals Ltd [100.0%] -> MANGALORE REFINERY [100.0%],,Mangalore Refinery and Petrochemicals Ltd,E100000003529,,,448553,MANGALORE REFINERY,power,electricity-generation
Oil India Ltd,E100000153028,legal entity,335800XXEP14XISP1A16,4296617304,IND,IND,0.4,Oil India Ltd -> Indian Oil Corporation Ltd [5.16%] -> Oil and Natural Gas Corporation Ltd [7.84%] -> Mangalore Refinery and Petrochemicals Ltd [100.0%] -> MANGALORE REFINERY [100.0%],"105507,106881,2147,114206",Mangalore Refinery and Petrochemicals Ltd,E100000003529,,,448553,MANGALORE REFINERY,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,23.58,small shareholder(s)  -> Oil and Natural Gas Corporation Ltd [23.58%] -> Mangalore Refinery and Petrochemicals Ltd [100.0%] -> MANGALORE REFINERY [100.0%],2147,Mangalore Refinery and Petrochemicals Ltd,E100000003529,,,448553,MANGALORE REFINERY,power,electricity-generation
Indian Oil Corporation Ltd,E100000001918,legal entity,335800J8OBWE4VFUDG88,4295872661,IND,IND,7.84,Indian Oil Corporation Ltd -> Oil and Natural Gas Corporation Ltd [7.84%] -> Mangalore Refinery and Petrochemicals Ltd [100.0%] -> MANGALORE REFINERY [100.0%],2147,Mangalore Refinery and Petrochemicals Ltd,E100000003529,,,448553,MANGALORE REFINERY,power,electricity-generation
BK Birla Group ,E100000120114,arrangement,not found,4295959457,IND,IND,,BK Birla Group  -> Manikgarh Cement Co [unknown %] -> MANIKGARH CEMENT [100.0%],,Manikgarh Cement Co,E100000120816,,,452253,MANIKGARH CEMENT,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,38.87,small shareholder(s)  -> Maruti Suzuki India Ltd [38.87%] -> MARUTI MANESAR [100.0%],,Maruti Suzuki India Ltd,E100000001924,,,451816,MARUTI MANESAR,power,electricity-generation
Maruti Suzuki India Ltd,E100000001924,legal entity,335800D27PBEESKKD357,4295872801,IND,IND,100.0,Maruti Suzuki India Ltd -> MARUTI MANESAR [100.0%],,Maruti Suzuki India Ltd,E100000001924,,,451816,MARUTI MANESAR,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,2.94,natural person(s)  -> Maruti Suzuki India Ltd [2.94%] -> MARUTI MANESAR [100.0%],,Maruti Suzuki India Ltd,E100000001924,,,451816,MARUTI MANESAR,power,electricity-generation
Suzuki Motor Corp,E100000134386,legal entity,353800D83H0V3ZV1SV24,4295877384,,,58.19,Suzuki Motor Corp -> Maruti Suzuki India Ltd [58.19%] -> MARUTI MANESAR [100.0%],,Maruti Suzuki India Ltd,E100000001924,,,451816,MARUTI MANESAR,power,electricity-generation
Abhijeet Power Ltd,E100000120024,legal entity,not found,5035322173,IND,IND,100.0,Abhijeet Power Ltd -> MIHAN Power Project [100.0%],,Abhijeet Power Ltd,E100000120024,,,450926,MIHAN Power Project,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,51.1,Government of India  -> NTPC Ltd [51.1%] -> North Eastern Electric Power Corp Ltd [100.0%] -> MONARCHAK [100.0%],"5456,6070,5455",North Eastern Electric Power Corp Ltd,E100000001930,,,450409,MONARCHAK,power,electricity-generation
NTPC Ltd,E100000001926,legal entity,335800Q4TRGJXNLVMB81,4295874173,IND,IND,100.0,NTPC Ltd -> North Eastern Electric Power Corp Ltd [100.0%] -> MONARCHAK [100.0%],,North Eastern Electric Power Corp Ltd,E100000001930,,,450409,MONARCHAK,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,48.9,small shareholder(s)  -> NTPC Ltd [48.9%] -> North Eastern Electric Power Corp Ltd [100.0%] -> MONARCHAK [100.0%],"5456,6070,5455",North Eastern Electric Power Corp Ltd,E100000001930,,,450409,MONARCHAK,power,electricity-generation
